Rank	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	FTPER	FGPER	THRPER	YEAR	CONF	SCHRANK
0	0.4	3.5	3.9	4	1.2	0.2	3.4	1.9	16	79.41176471	37.08609272	28.76712329	4	1	1
0	0.3	2.9	3.3	3	1.3	0.2	2.1	2.5	16.5	74.50980392	42.96875	36.36363636	4	9	1
0	1	3.3	4.3	4.3	1.7	0.1	2.6	2.1	15.9	74.41860465	41.26984127	42.37288136	4	9	1
0	0.5	2.4	2.8	3.5	1	0.2	3.1	2.5	14.9	70	48.48484848	35.71428571	4	9	1
0	0.6	2.6	3.2	3.1	1.2	0.4	2.5	2.3	14.9	78.94736842	38.84297521	39.68253968	4	9	1
0	0.8	3.9	4.7	2.7	1.7	0.1	2.2	3.2	14.5	70.27027027	47.78761062	40	4	9	1
0	0.6	3	3.7	6.3	1.3	0.1	2.3	1.3	14.1	87.09677419	49	42.10526316	2	9	1
0	0.8	3.8	4.6	1.5	0.8	0.2	1.7	2.2	14.9	80.95238095	42.37288136	33.33333333	4	9	1
0	0.6	2.8	3.4	6.5	1	0	3.3	2.5	14.1	71.73913043	47.22222222	27.77777778	3	6	1
0	0.5	4.3	4.8	3.2	1.5	0.6	1.5	1.4	14	79.48717949	42.59259259	34.61538462	4	9	1
0	1.2	3.4	4.6	0.8	0.7	0.3	2	2.4	15.8	85.36585366	45.13274336	38.88888889	3	9	1
0	1.6	3.9	5.5	1.5	1	0.2	2.1	1.8	13.6	68.75	46.80851064	20	3	9	1
0	0.8	3.1	3.8	2.7	1.7	0.1	2.8	2.8	16.2	60.86956522	51.75438596	33.33333333	1	9	1
46	1.2	4	5.1	3.9	2.5	0.4	2.1	2.2	14.7	78.125	46.78899083	37.5	2	7	1
0	0.5	2.6	3.1	4.1	0.7	0.5	1.8	2.4	14.7	83.33333333	42.10526316	31.57894737	4	9	1
0	1.4	4.9	6.3	1.4	1.1	0.3	1.4	3.4	14.7	70.83333333	50.4587156	40	2	9	1
0	1.3	3	4.3	2	0.8	0.2	1.9	2.1	13.4	72.09302326	44.79166667	41.30434783	1	2	1
0	0.7	3.2	3.9	6.9	1.8	0.3	1.6	1.6	13.8	74.07407407	49.09090909	36.66666667	3	5	1
0	0.4	3.7	4.1	2	0.9	0.2	2.2	1.7	17.9	80.48780488	44.36090226	43.28358209	3	9	1
0	1	4.5	5.5	4.1	1.9	0.2	2.1	2.2	15.1	63.49206349	46.95652174	23.07692308	4	8	1
0	1.3	4.2	5.5	2.8	2.5	0	3	2.8	23	70.42253521	47.36842105	33.96226415	2	9	1
0	0.5	2.3	2.8	3.8	0.8	0.1	3	1.8	16	81.39534884	43.2	35.29411765	2	9	1
0	0.9	2.1	3	3.4	1.6	0.2	1.6	2.4	13	81.81818182	41.83673469	45.83333333	3	5	1
0	1.6	1.9	3.5	1.2	1.5	0.2	1.5	2.9	13.7	77.14285714	45.79439252	31.57894737	4	5	1
0	0.4	2.7	3.1	2.5	1.2	0.1	2	1.8	14.1	76.31578947	41.73913043	32.65306122	2	6	1
0	0.5	1.8	2.3	2.6	0.5	0.1	1.2	1.5	14.5	75	41.37931034	42.85714286	3	9	1
