Player,Class,Season,Pos,School,Conf,G,MP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
Myles Walker\myles-walker-1,JR,2010-11,C,Indiana State,MVC,34,23.8,1.9,3.4,5.3,0.4,0.5,0.9,1.3,2.9,6.5,40.90909091,45.90163934,0
Raven Barber\raven-barber-1,SO,2010-11,F,Mount St. Mary's,NEC,30,19.9,0.7,2,2.8,0.5,0.3,0.5,1.3,2.2,7.3,61.53846154,64.44444444,0
Julian Boatner\julian-boatner-1,FR,2010-11,G,William & Mary,CAA,32,22.1,0.1,1.3,1.4,1.3,0.3,0,1.2,1.2,6.8,85.71428571,40,40
Dexter Fields\dexter-fields-1,SO,2010-11,G,Alabama-Birmingham,CUSA,31,22.5,0.9,1.3,2.2,0.6,0.7,0.1,0.7,1.5,7.1,80,40,36
Brandon Hosley\brandon-hosley-1,JR,2010-11,G,Florida A&M,MEAC,32,18.2,0.5,1.3,1.9,0.9,1.1,0,1.3,1.3,6.8,68.42105263,38.18181818,37.14285714
Nick Pascale\nick-pascale-1,JR,2010-11,F-C,Colgate,Patriot,30,23.5,1.9,4.5,6.4,0.9,0.6,1.4,1.4,3,7.3,62.06896552,52.94117647,0
Orlando Smith\orlando-smith-1,SR,2010-11,F,Mississippi Valley State,SWAC,32,23.7,2.1,3.8,5.9,0.7,0.6,0.1,1.8,2.3,6.8,51.85185185,50.94339623,0
Brian Williams\brian-williams-3,SR,2010-11,C,Tennessee,SEC,32,23,3.2,4.3,7.4,1.4,0.6,0.7,1.3,3.2,6.8,54.16666667,50.90909091,0
Larry Davis\larry-davis-3,SR,2010-11,G,Loyola Marymount,WCC,26,22.6,0.8,1.4,2.2,1.4,0.8,0.1,0.9,1.5,8.4,66.66666667,38.46153846,38.70967742
Chris Gabriel\chris-gabriel-1,SO,2010-11,C,San Diego,WCC,29,15.8,1.1,2.8,3.9,0.2,0.3,0.3,1.5,3.1,7.5,69.56521739,51.72413793,0
Genesis Maciel\genesis-maciel-1,JR,2010-11,F-C,Hartford,AEC,31,20.7,0.5,1.5,2.1,1,0.5,0.1,1.3,2,7,66.66666667,37.87878788,37.83783784
Nafis Richardson\nafis-richardson-1,JR,2010-11,G,Sam Houston State,Southland,31,21.3,0.6,1.5,2,1.8,0.8,0.1,1.8,2,7,60,40.98360656,31.81818182
Josh Southern\josh-southern-1,SR,2010-11,C,Boston College,ACC,33,18.5,1.2,2.6,3.8,1.5,0.2,0.4,1.2,2.2,6.6,69.56521739,58.13953488,0
Krys Faber\krys-faber-1,JR,2010-11,C,DePaul,Big East,31,24,2,3.3,5.3,0.5,0.6,0.5,1.6,3.4,7,64.28571429,48.14814815,0
Greg Hill\greg-hill-1,SR,2010-11,G,Texas Christian,MWC,29,20.4,0.3,1.6,2,1.1,0.7,0.1,1,1.7,7.5,85.71428571,36.20689655,38.46153846
Jacquan Nobles\jacquan-nobles-1,SO,2010-11,G,Tennessee State,OVC,29,22.8,0.4,1.6,2.1,0.8,0.6,0,1.8,1.8,7.5,85.71428571,40.625,38.63636364
Justin Safford\justin-safford-1,SR,2010-11,F,Missouri,Big 12,34,17.2,1.1,2.6,3.6,0.9,0.2,0.1,1.1,1.7,6.4,75,40.6779661,30
Phyllip Taylor\phyllip-taylor-1,SR,2010-11,G,Idaho State,Big Sky,29,19.6,0.7,1.7,2.4,1.3,0.8,0.2,1.2,2,7.5,68.42105263,37.09677419,21.42857143
Aaron Bracket\aaron-bracket-1,FR,2010-11,F,North Carolina-Greensboro,Southern,31,24.4,1.5,4.5,6,0.4,0.6,0.5,1.5,2.8,7,62.5,50,33.33333333
Amir Celestin\amir-celestin-1,JR,2010-11,G,Campbell,A-Sun,30,24.9,0.3,1.2,1.5,2.5,0.7,0.1,1.9,2.8,7.2,70.83333333,40.29850746,22.22222222
Josh Chavis\josh-chavis-1,SR,2010-11,G,South Carolina Upstate,A-Sun,28,30.8,0.3,1.5,1.8,3,1,0,1.6,2,7.7,88.88888889,30.86419753,29.85074627
Aaron Dotson\aaron-dotson-1,SO,2010-11,G,Louisiana State,SEC,32,23.6,0.8,1.9,2.7,1.5,0.5,0.2,1.8,2.6,6.8,69.6969697,39.58333333,38.88888889
Lyvann Obame Obame\lyvann-obame-obame-2,SR,2010-11,C,Maryland-Eastern Shore,MEAC,31,21.7,1.6,3,4.6,0.5,0.6,0.3,1.4,3.1,7,57.14285714,55.10204082,0
Michael Sparks\michael-sparks-1,JR,2010-11,G,Virginia Military Institute,Big South,31,20.1,0.8,1.8,2.6,0.6,0.7,0,0.8,1.4,7,58.82352941,36.84210526,35.41666667
Will Spradling\will-spradling-1,FR,2010-11,G,Kansas State,Big 12,34,21.9,0.4,1.2,1.6,1.9,0.8,0,1.2,1.9,6.4,78.94736842,39.13043478,37.5
Tehran Cox\tehran-cox-1,SR,2010-11,G,High Point,Big South,31,25.7,0.5,2,2.5,2.8,1.1,0.1,2.5,2.2,6.9,72,38.33333333,35.29411765
Hajji Martin\hajji-martin-1,SR,2010-11,F,Chicago State,GWC,30,23.5,2,3.2,5.2,0.4,0.3,0.6,1,2.7,7.2,55,39.7260274,18.18181818
Freddie Riley\freddie-riley-1,SO,2010-11,G,Massachusetts,A-10,27,18.8,0.4,1.4,1.7,0.9,0.4,0.2,1,1,8,37.5,36.14457831,31.48148148
Derrick Thomas\derrick-thomas-1,SO,2010-11,G,Drexel,CAA,31,30.1,0.9,1.6,2.5,1.8,0.5,0.1,1.6,2.1,6.9,75,34.28571429,31.57894737
Stan Dulaire\stan-dulaire-1,JR,2010-11,F,Sacred Heart,NEC,29,26.4,2.4,2.9,5.3,0.8,1.3,0.4,1.5,2,7.4,55.88235294,53.84615385,0
Nedeljko Golubovic\nedeljko-golubovic-1,SR,2010-11,F,Fresno State,WAC,31,24,1.1,2.9,3.9,0.9,1,0.4,1.4,2.6,6.9,69.56521739,40.35087719,28
Chris Kupets\chris-kupets-2,JR,2010-11,G,Utah,MWC,29,18.6,0.1,1.5,1.6,1.2,0.5,0,1.7,1.8,7.4,78.57142857,38.23529412,34.48275862
Dominique Langston\dominique-langston-1,FR,2010-11,G,Quinnipiac,NEC,30,22.9,1.5,2.9,4.4,2,0.5,0.2,1.8,2.6,7.1,71.42857143,38.70967742,29.62962963
Matt Morgan\matt-morgan-2,JR,2010-11,C,Winthrop,Big South,30,23.7,1.6,2.6,4.3,0.2,0.5,0.6,1.2,2,7.1,71.42857143,40,0
Westly Perryman\westly-perryman-1,JR,2010-11,G,Boise State,WAC,35,23,0.7,1.9,2.6,1.7,1.5,0.1,1.1,1.3,6.1,60,44.68085106,30.76923077
Nate Rucker\nate-rucker-1,FR,2010-11,F-C,Northern Illinois,MAC,30,20.9,1.3,2.7,4.1,0.4,0.6,0.3,1.3,3.2,7.1,55,53.33333333,0
Justin Baker\justin-baker-1,SR,2010-11,F,Utah Valley,GWC,30,18,2.2,2.8,5,0.5,0.3,0.6,1.3,2.8,7.1,70.83333333,51.02040816,37.5
Alex Marcotullio\alex-marcotullio-1,SO,2010-11,G,Northwestern,Big Ten,34,23.2,0.6,1.9,2.5,2.1,1,0.1,1.1,2.1,6.2,75,40.81632653,35.13513514
Will Martell\will-martell-1,SR,2010-11,C,Rhode Island,A-10,34,21.9,2,3.2,5.2,0.7,0.4,0.7,1.1,3.1,6.2,66.66666667,47.05882353,0
Danny Nieman\danny-nieman-1,SO,2010-11,G,Coastal Carolina,Big South,34,29.4,0.5,2.4,2.9,3,0.7,0,1.6,1.5,6.2,70.58823529,40.38461538,34.7826087
Brandon Smith\brandon-smith-7,SO,2010-11,G,University of California,Pac-10,33,29.4,0.6,1.7,2.3,3.9,0.8,0,2.3,2.1,6.4,65.38461538,42,40
Isaiah Tate\isaiah-tate-1,SR,2010-11,G,George Mason,CAA,34,20.6,1.1,1.4,2.4,0.8,0.8,0.2,0.6,1.2,6.2,64.28571429,43.1372549,40
Sampson Carter\sampson-carter-1,SO,2010-11,F,Massachusetts,A-10,30,21.6,1.4,2.9,4.3,0.5,0.8,0.4,1.1,1.8,7,75.67567568,39.21568627,10
Anthony Cousin\anthony-cousin-1,SO,2010-11,G,Illinois State,MVC,31,23.7,0.2,1.2,1.4,2.2,0.6,0,1.8,1.3,6.8,76.92307692,35.71428571,34.7826087
De'Suan Dixon\desuan-dixon-1,SR,2010-11,G,Jackson State,SWAC,32,22.5,2.1,2.8,4.9,1.4,1.1,0.5,1.5,1.8,6.6,60.60606061,38.59649123,15.38461538
Bradley Gay\bradley-gay-1,JR,2010-11,G,Texas-Arlington,Southland,29,17.9,0.8,2.3,3.1,0.8,0.8,0.1,1.6,1.3,7.3,84.61538462,47.27272727,37.03703704
Tim Kamczyc\tim-kamczyc-1,SO,2010-11,F,Cleveland State,Horizon,36,28.9,1.1,2.6,3.7,1.5,0.9,0.3,1.3,2.7,5.9,66.66666667,43.75,40.90909091
Rupert Rose\rupert-rose-1,SR,2010-11,G,Grambling,SWAC,32,27.1,1.1,3,4,2.8,1.4,0,1.6,2.5,6.6,64.51612903,38.33333333,10
Ryne Smith\ryne-smith-1,JR,2010-11,G,Purdue,Big Ten,34,23.9,0.3,2.2,2.5,1.7,0.7,0.2,0.5,1.6,6.2,87.5,45.23809524,43.24324324
Mike Venezia\mike-venezia-1,JR,2010-11,G,Colgate,Patriot,22,30.8,0.3,1.6,1.9,1.4,0.3,0.1,1.3,1.7,9.6,78.94736842,36.04651163,39.21568627
Anthony Wright\anthony-wright-1,SR,2010-11,F,Toledo,MAC,30,23.8,0.7,2.6,3.3,1.7,0.6,0.1,1.8,1.9,7,81.81818182,37.09677419,35.55555556
David Booker\david-booker-2,SR,2010-11,F,Tulane,CUSA,28,23.8,2.1,1.9,4,0.4,0.3,0.3,1.1,3.1,7.5,65.51724138,52.83018868,25
Anthony Ervin\anthony-ervin-1,SO,2010-11,G,Saint Francis (PA),NEC,29,25.3,0.7,1.9,2.6,1.7,1,0.1,1.3,2,7.2,80,36.48648649,24.13793103
Jahenns Manigat\jahenns-manigat-1,FR,2010-11,G,Creighton,MVC,39,20.5,0.3,1.7,2,1.6,0.7,0.1,0.9,1.7,5.4,69.23076923,43.58974359,40.74074074
Shaun Noriega\shaun-noriega-1,SO,2010-11,G,South Florida,Big East,33,16.5,0.2,0.7,0.9,0.4,0.3,0.2,0.7,1.3,6.4,83.33333333,37.25490196,37.20930233
Nick Williams\nick-williams-2,SO,2010-11,G,Mississippi,SEC,34,24.5,1.6,2.4,4,1.5,0.7,0.1,1.1,1.7,6.2,75,41.81818182,41.17647059
Steve Baker\steve-baker-1,JR,2010-11,G,Green Bay,Horizon,32,25,1.5,2.7,4.2,1.7,0.5,0.1,1.5,2,6.5,63.63636364,45.61403509,43.75
Presano Bell\presano-bell-1,JR,2010-11,C,South Carolina State,MEAC,30,21.1,1.7,2.5,4.2,0.3,0.5,1.5,0.9,1.9,7,55.88235294,47.16981132,0
Da'Quan Cook\daquan-cook-1,JR,2010-11,F,St. Bonaventure,A-10,31,25.5,1.6,2.6,4.2,1,0.6,0.2,1.5,2.6,6.7,67.56756757,50,0
Petey Hausley\petey-hausley-1,JR,2010-11,F,Appalachian State,Southern,30,18.4,1.7,1.7,3.4,0.2,0.5,0.5,1.3,3.2,7,60,54,0
Kahlil McDonald\kahlil-mcdonald-1,JR,2010-11,G,Western Kentucky,Sun Belt,31,23.5,0.3,1.4,1.7,2,0.3,0.1,1.8,2.3,6.7,72.22222222,28.16901408,28.84615385
Anthony Minor\anthony-minor-1,SR,2010-11,F,Hartford,AEC,31,25.5,1.6,2.2,3.8,2.6,1.5,0.7,1.9,3.6,6.7,42.85714286,59.18367347,0
Delvon Roe\delvon-roe-1,JR,2010-11,F,Michigan State,Big Ten,34,23.6,1.9,3.1,5,1.4,0.8,1.2,1.1,3,6.1,66.66666667,48.8372093,0
Jarvis Williams\jarvis-williams-2,JR,2010-11,F,Green Bay,Horizon,25,23.8,1.8,3.4,5.2,0.8,0.8,0.2,2.2,2.8,8.4,54.83870968,50.76923077,0
Justin Burrell\justin-burrell-1,SR,2010-11,F,St. John's (NY),Big East,33,20.9,1.8,3.2,4.9,0.8,0.6,0.5,1.5,2.7,6.3,62.06896552,51.11111111,0
Ken Holdman\ken-holdman-1,JR,2010-11,G,Oral Roberts,Summit,35,27.2,0.9,1.9,2.8,1.6,1.3,0.3,1.3,2.7,5.9,69.23076923,54.76190476,44.44444444
Tadre Sheppard\tadre-sheppard-1,SR,2010-11,F,Central Arkansas,Southland,22,28.4,2.5,2.8,5.3,0.7,1,0.8,1.5,2.2,9.5,65.2173913,49.23076923,0
Mfon Udofia\mfon-udofia-1,SO,2010-11,G,Georgia Tech,ACC,31,21.3,1.1,1.1,2.1,1.2,1,0,1.4,2.5,6.7,60,37.09677419,28.57142857
Wesley Witherspoon\wesley-witherspoon-1,JR,2010-11,F-G,Memphis,CUSA,23,22.9,1.3,2.9,4.3,1,1.1,0.4,1.8,2.6,9,77.5,50,40
Ruben Cabrera\ruben-cabrera-1,SO,2010-11,F,Texas-Rio Grande Valley,GWC,31,17.1,1.3,2.6,3.8,0.4,0.1,0.2,1.6,2.5,6.7,66.66666667,46.15384615,26.66666667
Matt Derenbecker\matt-derenbecker-1,FR,2010-11,F,Louisiana State,SEC,32,22.6,0.3,1.8,2.1,1.3,0.8,0.1,1.2,1.6,6.5,77.77777778,37.09677419,33.33333333
Jordan Lee\jordan-lee-1,SO,2010-11,G,Coppin State,MEAC,20,20.2,1,2.3,3.3,0.4,0.8,0.4,1.2,2.5,10.4,85.71428571,40,38
Tyshawn Patterson\tyshawn-patterson-1,SO,2010-11,G,Stetson,A-Sun,25,19.3,0.4,1.6,2,1.5,0.8,0.1,2.1,1.6,8.3,53.33333333,44.11764706,20
Jeremy Landers\jeremy-landers-1,SR,2010-11,G,Northern Illinois,MAC,29,20.8,0.7,2.1,2.9,1.8,0.6,0.3,1.3,2.7,7.1,72.72727273,43.33333333,30.76923077
Logan Lowery\logan-lowery-1,FR,2010-11,F,Centenary (LA),Summit,30,20.2,0.6,1.6,2.2,0.8,0.6,0.3,1.7,1.8,6.9,73.33333333,41.93548387,36.84210526
Josh Selby\josh-selby-1,FR,2010-11,G,Kansas,Big 12,26,20.4,0.4,1.8,2.2,2.2,0.8,0,2,1.7,7.9,78.57142857,37.83783784,36.11111111
Tim Johnson\tim-johnson-4,SR,2010-11,G-F,Wofford,Southern,34,28.6,3.3,5.2,8.5,2.5,1.3,0.6,2.1,3.1,6,43.33333333,45.28301887,0
Andy King\andy-king-1,SR,2010-11,C,Samford,Southern,31,19.4,0.3,1.9,2.3,2.1,0.5,0.2,1,1.8,6.6,81.81818182,44.68085106,42.85714286
Tyler Melville\tyler-melville-1,FR,2010-11,G,Dartmouth,Ivy,28,19.6,0.4,1.3,1.7,1.9,0.7,0.1,2.2,2.3,7.3,79.16666667,36.76470588,26.66666667
Malik Perry\malik-perry-1,SR,2010-11,F,Ball State,MAC,32,24.8,2.3,3.3,5.5,1.3,0.6,0.5,1.3,3,6.4,57.14285714,46.80851064,0
Kenton Walker\kenton-walker-2,JR,2010-11,F,Saint Mary's (CA),WCC,34,15.8,1.2,2.4,3.6,0.2,0.6,1,0.6,2.4,6,57.89473684,54.34782609,0
Adrian Williams\adrian-williams-1,SR,2010-11,G,Brown,Ivy,28,21.3,0.3,1.9,2.2,1,0.4,0,1.3,1,7.3,76.92307692,41.37931034,39.02439024
R.J. Buck\rj-buck-1,SO,2010-11,G,North Carolina A&T,MEAC,31,22.2,1.2,2.1,3.4,1,0.5,0.1,1,2,6.6,70.27027027,50,25
Chris Hines\chris-hines-2,SR,2010-11,F,Alabama,SEC,37,28.6,2.1,4,6.1,1.3,1.5,1.5,1.7,3,5.5,57.89473684,47.82608696,0
Andrew Jones\andrew-jones-1,SR,2010-11,F,Penn State,Big Ten,34,30.3,2.2,3.4,5.6,0.6,0.4,0.1,1.3,2.6,6,55.55555556,53.19148936,0
Troy Payne\troy-payne-1,SR,2010-11,F,Santa Clara,WCC,38,24.5,2.4,3.5,5.9,1.1,1.6,0.3,1.1,2.2,5.4,60.86956522,50,0
Daniel Turner\daniel-turner-1,FR,2010-11,F,Green Bay,Horizon,31,24.2,2.5,3.4,5.8,0.8,0.6,0.5,1.6,3.1,6.6,65.51724138,46,28.57142857
Nate Bendall\nate-bendall-1,SR,2010-11,F,Utah State,WAC,31,20.3,2,3.9,5.8,0.4,0.4,0.3,1.1,2.5,6.5,72.22222222,48.14814815,0
Marcus Capers\marcus-capers-1,JR,2010-11,G,Washington State,Pac-10,35,29.2,1.4,3,4.4,1.9,0.7,0.6,0.9,2.2,5.8,68,53.84615385,0
Tolga Cerrah\tolga-cerrah-1,FR,2010-11,F,Radford,Big South,25,28.4,2.8,3.2,6,0.7,0.6,0.6,1.9,3.2,8.1,60,51.61290323,0
Shawn Echols\shawn-echols-1,SR,2010-11,G,Houston Baptist,GWC,31,25.3,1.1,1.1,2.2,1.8,1.5,0,1.8,3.3,6.5,57.89473684,40.35087719,37.5
Trian Iliadis\trian-iliadis-1,JR,2010-11,G,Old Dominion,CAA,34,16.2,0.3,1.1,1.3,1.4,0.7,0.1,0.8,1.1,6,83.33333333,38.7755102,34.28571429
Justin Dehm\justin-dehm-1,SR,2010-11,G,Furman,Southern,33,21.4,0,1.5,1.5,1.5,0.5,0,1.2,0.9,6.1,77.77777778,43.47826087,45.45454545
Warren Edney\warren-edney-1,SR,2010-11,F,Fairfield,MAAC,30,17.9,1,2.3,3.3,0.5,0.4,0.3,0.9,1.5,6.7,75,43.85964912,27.27272727
Josh Gasser\josh-gasser-1,FR,2010-11,G,Wisconsin,Big Ten,34,28.1,1.2,2.6,3.9,2.2,0.5,0.1,0.9,2.4,5.9,87.5,47.61904762,31.57894737
Garrett Green\garrett-green-1,JR,2010-11,F,Louisiana State,SEC,32,18,2,3.1,5.1,0.4,0.6,0.4,1.2,2.5,6.3,43.47826087,45.61403509,33.33333333
Mezie Uzochukwu\mezie-uzochukwu-1,SR,2010-11,F,South Carolina Upstate,A-Sun,30,26.4,1.3,2.3,3.7,1.3,0.8,0.2,1.7,2.4,6.7,51.85185185,45.76271186,0
Mislav Jukic\mislav-jukic-1,SR,2010-11,F,Saint Francis (PA),NEC,30,18.5,0.9,2.1,3,1.5,0.2,0.3,1.9,2.8,6.7,79.16666667,48,33.33333333
Jamelle McMillan\jamelle-mcmillan-1,SR,2010-11,G,Arizona State,Pac-10,28,29.9,0.3,2.2,2.5,3.9,1.8,0.2,1.5,2.5,7.2,55.55555556,40,37.5
Ibrahima Thomas\ibrahima-thomas-1,SR,2010-11,F,Cincinnati,Big East,35,19,2.1,3.2,5.3,0.6,0.5,0.6,0.8,3,5.7,60,48.88888889,12.5
Josh Benson\josh-benson-1,SO,2010-11,F-C,Dayton,A-10,36,17.9,1.7,1.8,3.5,0.4,0.4,0.4,0.8,2.5,5.6,64.70588235,53.65853659,0
Jordan Boots\jordan-boots-1,SO,2010-11,G,South Dakota,GWC,33,18,0.5,0.8,1.3,1.3,0.7,0,0.9,0.8,6.1,71.42857143,40,39.47368421
Calvin Douglas\calvin-douglas-1,JR,2010-11,G,San Jose State,WAC,33,18.9,0.3,0.4,0.7,0.8,0.2,0,0.5,1.1,6.1,75,42.30769231,41.37931034
Bryson Pope\bryson-pope-1,SO,2010-11,G-F,Tulsa,CUSA,32,21.8,0.6,2.3,2.9,2.3,0.6,0.2,2,1.8,6.3,62.06896552,44.44444444,30.76923077
Mark Veazey\mark-veazey-1,SR,2010-11,C,Navy,Patriot,31,15.5,1.3,1.6,3,0.4,0.5,0.7,1.1,2,6.5,70.58823529,50.98039216,0
Lathen Wallace\lathen-wallace-1,SR,2010-11,G,Oregon State,Pac-10,29,16.5,0.6,1.4,2,0.4,0.8,0,0.9,1.4,6.9,75,38.18181818,29.03225806
JerShon Cobb\jershon-cobb-1,FR,2010-11,G,Northwestern,Big Ten,27,24.2,0.6,2.4,3,1.5,0.7,0.1,0.8,1.7,7.4,75,39.13043478,32.14285714
Raymond Cowels\raymond-cowels-1,SO,2010-11,F,Santa Clara,WCC,37,15.2,0.7,1.1,1.8,0.6,0.2,0.2,0.7,1.4,5.4,80,36.36363636,33.33333333
Jimmy Drew\jimmy-drew-2,SR,2010-11,G,DePaul,Big East,31,24,0.9,2.4,3.3,2.1,0.9,0.2,1,2.9,6.4,81.81818182,36.84210526,32.5
Josh Johnson\josh-johnson-1,JR,2010-11,G,Presbyterian,Big South,26,29.3,0.4,2.5,2.9,1.8,0.7,0.3,1.5,1.8,7.7,69.23076923,39.0625,38.63636364
Hiram Thompson\hiram-thompson-1,SR,2010-11,G,Hawaii,WAC,24,24.6,0.4,1.7,2.1,2.5,1,0,2.1,2,8.3,74.41860465,42.59259259,28.57142857
Terry Martin\terry-martin-3,SR,2010-11,F,Wofford,Southern,34,15.1,1.4,2,3.4,0.6,0.4,0.2,1.4,3,5.8,74.07407407,46.34146341,0
Brian Morris\brian-morris-3,GR,2010-11,G,Towson,CAA,30,28.9,0.2,3,3.2,3.1,0.6,0.2,1.7,2,6.6,77.27272727,37.03703704,32.25806452
Tyrone Nared\tyrone-nared-1,JR,2010-11,F,Oregon,Pac-10,39,20,1.5,2.4,3.9,0.4,0.6,0.8,1.1,2.3,5.1,64.28571429,45.23809524,37.5
Jonathan Blount\jonathan-blount-1,FR,2010-11,G,Centenary (LA),Summit,30,19.4,0.6,1.2,1.8,0.7,0.7,0,1.4,1.2,6.6,75,40.38461538,35.29411765
Bracken Funk\bracken-funk-1,FR,2010-11,F,Fresno State,WAC,31,18.8,1.4,2.5,3.9,0.9,1,0.8,1,2.1,6.4,66.66666667,41.50943396,22.22222222
Collin Mangrum\collin-mangrum-1,SR,2010-11,G,Southern Methodist,CUSA,33,24.3,0.3,2.2,2.5,1.8,0.8,0.2,1,2,6,75,41.50943396,31.25
Mike Marra\mike-marra-1,SO,2010-11,G,Louisville,Big East,31,20.5,0.5,1.6,2.1,2,0.9,0.3,1.2,1.4,6.4,72.72727273,31.25,28.84615385
Emmanuel Addo\emmanuel-addo-1,FR,2010-11,F-C,Northern Colorado,Big Sky,31,15.2,1.5,1.7,3.2,0.4,0.1,0.1,1.1,2.2,6.3,68.18181818,54.54545455,50
Joe Ikhinmwin\joe-ikhinmwin-1,JR,2010-11,F,South Carolina State,MEAC,31,18.8,1.3,2.2,3.5,0.5,0.3,0.3,1.5,2.5,6.3,57.14285714,50,0
Travis Lee\travis-lee-1,SR,2010-11,G,Troy,Sun Belt,24,17.4,0.2,1.2,1.3,0.5,0.5,0,0.6,0.8,8.2,70,39.13043478,38.59649123
Shemiye McLendon\shemiye-mclendon-1,FR,2010-11,G,Hofstra,CAA,32,20,0.7,1.6,2.3,1.1,0.5,0.1,1.4,1.3,6.1,76.47058824,34.48275862,30
Andy Polka\andy-polka-1,SR,2010-11,F,Loyola (IL),Horizon,31,25.2,3.1,4.1,7.2,1.8,0.8,0.4,1.4,2.1,6.3,58.62068966,52.27272727,0
Colin Nickerson\colin-nickerson-1,SO,2010-11,G,Fairfield,MAAC,33,23.2,0.4,2.6,3,2.2,1.9,0,1.6,1.7,5.9,66.66666667,44.44444444,23.52941176
Babatunde Olomuwiya\babatunde-olomuwiya-1,FR,2010-11,F,South Carolina Upstate,A-Sun,30,24.5,2.1,2.5,4.6,0.7,0.4,2.4,1.8,1.7,6.5,55.55555556,55.55555556,0
Courtney Stanley\courtney-stanley-1,JR,2010-11,G,Loyola (IL),Horizon,30,30.4,1.1,2.1,3.2,3.4,1.2,0.2,3,2.8,6.5,62.96296296,41.81818182,16.66666667
Brandon White\brandon-white-1,JR,2010-11,G,Southern,SWAC,30,29.4,1.1,3.1,4.2,3.3,1,0.1,3.1,2.1,6.5,66.66666667,36.36363636,18.75
Tevin Galvin\tevin-galvin-1,JR,2010-11,G,Jacksonville,A-Sun,32,24.5,2,2.7,4.8,1.1,1,0.1,1.3,2.1,6.1,59.09090909,37.5,28.57142857
Brian Rudolph\brian-rudolph-1,SR,2010-11,G,Loyola (MD),MAAC,30,30,0.5,2.4,2.9,4.4,0.8,0,2.1,1.6,6.5,70.83333333,35.48387097,22.22222222
Victor Scott\victor-scott-1,SO,2010-11,G-F,Chicago State,GWC,26,26.8,0.7,2.4,3.1,1.7,0.3,0.1,1.8,2.7,7.5,57.14285714,35.21126761,32.65306122
Johnny Mayhane\johnny-mayhane-1,SR,2010-11,F,Tulane,CUSA,30,21,0.2,1.7,1.9,0.9,0.3,0.1,1,1.4,6.4,85.71428571,39.28571429,40.54054054
Adam Nigon\adam-nigon-1,SR,2010-11,G,Colorado State,MWC,30,22.1,0.2,2.1,2.3,1.7,1.1,0.1,1.3,1.7,6.4,85.71428571,40,40.90909091
Shawntez Patterson\shawntez-patterson-1,JR,2010-11,F,Troy,Sun Belt,26,20.6,1.1,2.3,3.4,0.7,0.3,0.5,1.3,1.7,7.4,33.33333333,41.17647059,44.73684211
Caleb Walker\caleb-walker-1,JR,2010-11,G,Nebraska,Big 12,32,20.7,1.3,3.2,4.5,0.8,0.6,0.2,1.3,1.2,6,68.18181818,45.23809524,33.33333333
Riley Benock\riley-benock-1,SR,2010-11,G,Mississippi State,SEC,31,32,0.5,2.9,3.4,2.3,1.2,0.2,1.1,2,6.2,85.71428571,43.47826087,42.10526316
Kauri Black\kauri-black-1,SO,2010-11,F,Northeastern,CAA,31,26.8,1.6,2.4,4,1.5,0.8,0.4,1.1,3.4,6.2,68.42105263,50,0
Dewan Clayborn\dewan-clayborn-1,JR,2010-11,G,Central Arkansas,Southland,22,26.1,0.5,1.8,2.4,2.3,1.6,0,2.9,2.9,8.7,54.16666667,41.66666667,35.8974359
Clint Hopf\clint-hopf-1,SR,2010-11,F,Evansville,MVC,32,18.3,1.4,2,3.4,0.2,0.4,0.3,0.8,1.9,6,73.07692308,58.33333333,0
Kramer Knutson\kramer-knutson-1,SR,2010-11,F-C,Portland,WCC,31,27,1.7,3.3,5.1,1.2,0.6,1.5,0.9,2.5,6.2,60,57.14285714,0
Jeffery McClain\jeffery-mcclain-1,SR,2010-11,F,Murray State,OVC,32,22.7,1.9,2.5,4.4,0.7,0.7,0.1,1.1,2.2,6,54.54545455,58.53658537,0
Marlon Rivera\marlon-rivera-1,JR,2010-11,G,Florida Gulf Coast,A-Sun,30,31.8,0.9,4.8,5.7,5.4,1.6,0.1,3.8,2.1,6.4,47.36842105,32.20338983,0
An'Juan Wilderness\anjuan-wilderness-1,SR,2010-11,F,Charlotte,A-10,29,29.7,1.8,2.3,4.2,1.7,1,0.2,1.6,2.6,6.6,50,49.12280702,14.28571429
John Wilkins\john-wilkins-1,SO,2010-11,G,Illinois State,MVC,26,22.5,0.9,3,3.9,0.5,0.3,0.6,0.9,2,7.4,70.58823529,43.10344828,38.23529412
Caden Dickerson\caden-dickerson-1,SO,2010-11,G,Western Kentucky,Sun Belt,32,28.3,0.6,1.1,1.7,1.2,0.4,0,1.2,1.6,6,85.71428571,37.5,40.625
Pat Eveland\pat-eveland-1,SR,2010-11,F,Pacific,Big West,30,23.8,1.1,3.1,4.2,1.3,0.4,0.2,0.7,1.9,6.4,70.58823529,34.92063492,26.47058824
Pieter van Tongeren\pieter-van-tongeren-1,SR,2010-11,C,Evansville,MVC,32,16.5,0.9,1.3,2.2,0.2,0.3,0.5,1,2.7,6,63.63636364,64.28571429,0
Bryan Bynes\bryan-bynes-1,SO,2010-11,G,George Washington,A-10,31,24.6,0.4,1.6,2.1,1.5,0.9,0,1,1.6,6.1,81.25,35.0877193,28.57142857
Trevor Gaskins\trevor-gaskins-1,JR,2010-11,G,Mississippi,SEC,31,19.5,0.9,1.9,2.8,1.9,0.9,0.1,1.4,2,6.1,72.72727273,40,35.71428571
