Player,Class,Season,Pos,School,Conf,G,MP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
Benzor Simmons\benzor-simmons-1,SR,2010-11,G,Tennessee-Martin,OVC,33,23.1,1.5,3.3,4.8,0.4,0.6,0.2,2,2.5,12,87.23404255,45.67901235,26.31578947
Durrell Summers\durrell-summers-1,SR,2010-11,G,Michigan State,Big Ten,34,29.3,1.1,3.2,4.2,0.6,0.6,0.2,1.4,2.1,11.6,69.56521739,38.67924528,35.29411765
Brenton Butler\brenton-butler-1,SR,2010-11,G,Fordham,A-10,27,35.7,0.7,1.6,2.3,3.4,0.6,0,2.6,2.1,14.6,83.33333333,35.8778626,31.34328358
Jim Mower\jim-mower-1,JR,2010-11,G,Lafayette,Patriot,32,30.2,0.4,2.3,2.6,1.4,0.6,0.2,1.3,1.8,12.3,86.36363636,43.61702128,39.65517241
Mike Singletary\mike-singletary-1,SR,2010-11,F,Texas Tech,Big 12,31,29.3,1.6,4.2,5.8,2.4,0.8,0.4,2.9,2.6,12.7,74.57627119,44.56521739,16.66666667
Ruben Guillandeaux\ruben-guillandeaux-1,SR,2010-11,G,La Salle,A-10,31,30.2,0.4,2.5,2.9,2.5,0.6,0,2,1.8,12.6,75.86206897,40.18691589,37.25490196
Ayron Hardy\ayron-hardy-1,SR,2010-11,F,Jacksonville,A-Sun,32,34,2.4,3.8,6.2,2.8,2,1,1.8,2.6,12.3,82.14285714,53.33333333,27.77777778
D'Angelo Jackson\dangelo-jackson-1,SR,2010-11,G,Mississippi Valley State,SWAC,32,27.2,0.3,2.2,2.5,2.3,0.9,0.1,2.6,2.2,12.3,78.04878049,40,38.7755102
Vytas Sulskis\vytas-sulskis-1,SR,2010-11,G,Youngstown State,Horizon,30,27.3,1.4,3.9,5.2,2,1,0.4,2,3.3,13.1,70,48.80952381,36.84210526
Josh Watkins\josh-watkins-1,JR,2010-11,G,Utah,MWC,27,30.4,0.5,1.9,2.4,3.7,0.9,0,3.5,3.1,14.5,69.64285714,42.01680672,25
Derrio Green\derrio-green-1,JR,2010-11,G,Charlotte,A-10,30,35.4,0.4,3.1,3.5,3.8,1.4,0.1,3,1.9,13,82.05128205,33.33333333,27.53623188
David Loubeau\david-loubeau-1,JR,2010-11,F,Texas A&M,Big 12,33,26.4,1.9,3.1,5,0.4,0.3,0.4,1.5,2.5,11.8,73.80952381,50,0
Patrick Rembert\patrick-rembert-1,SR,2010-11,G,UC-Irvine,Big West,32,33.1,0.3,3,3.3,3.3,0.9,0.1,2,2.3,12.2,79.06976744,38,36.11111111
Damian Saunders\damian-saunders-1,SR,2010-11,F,Duquesne,A-10,31,34,2.7,5.2,7.9,2.5,2.3,2.7,1.7,2.3,12.6,52.38095238,48.97959184,34.7826087
Ridge Graham\ridge-graham-1,SO,2010-11,F,Stetson,A-Sun,31,30.7,2.1,4,6,1.2,1.2,0.3,3.3,3.5,12.6,42.59259259,45.04504505,25
Jer'Vaughn Johnson\jervaughn-johnson-1,SR,2010-11,F,Cal State Fullerton,Big West,27,29.5,2.6,4.4,7,1.3,0.9,0.3,2.6,3.4,14.3,73.46938776,54,0
Corey Raji\corey-raji-1,SR,2010-11,F,Boston College,ACC,32,27.8,2.6,4.1,6.7,1.6,0.5,0.2,1,2,12.1,71.42857143,47.82608696,32.43243243
Cecil Gresham\cecil-gresham-1,SR,2010-11,G-F,Bryant,NEC,27,30.1,1.6,2.8,4.4,0.9,0.6,0.5,1.3,2.9,14.3,78.26086957,46.2962963,42.62295082
Reuben Clayton\reuben-clayton-1,SR,2010-11,G,Tennessee-Martin,OVC,33,29.9,0.9,2.6,3.5,1.8,1.8,0.4,2.1,3,11.7,73.68421053,39.39393939,32.35294118
Tommy Freeman\tommy-freeman-1,SR,2010-11,F,Ohio,MAC,34,29.6,0.2,1.9,2.1,1.1,1,0.1,0.9,2.4,11.3,85.71428571,41.25,43.28358209
Maurice McNeil\maurice-mcneil-1,SR,2010-11,F,Houston,CUSA,29,27.6,2.3,5.3,7.6,0.6,0.8,1.4,2.4,2.4,13.3,55.35714286,53.68421053,0
Marland Smith\marland-smith-1,SO,2010-11,G,Southeast Missouri State,OVC,32,29.8,0.8,3.2,4,1.7,0.9,0.1,1.8,2.5,12,76,35.34482759,29.23076923
Vernon Teel\vernon-teel-1,SR,2010-11,G,Loyola Marymount,WCC,30,30.4,1.7,4,5.7,3.8,1.7,0.5,3.5,2.2,12.8,74.19354839,41.2371134,15.38461538
Martino Brock\martino-brock-1,SO,2010-11,G-F,South Alabama,Sun Belt,27,31.6,1.4,2.5,3.9,2.4,1.7,0.3,3,1.7,14.2,56.14035088,42.47787611,35
Gilbert Brown\gilbert-brown-1,SR,2010-11,F,Pittsburgh,Big East,34,28,1.4,3,4.4,2.7,0.4,0.3,1.8,2.1,11.3,78.125,45.67901235,41.93548387
Shemik Thompson\shemik-thompson-1,SR,2010-11,G,Central Connecticut State,NEC,31,33.1,1.5,3.6,5.1,5.3,1.9,0.2,2.8,2.3,12.4,74.28571429,38.26086957,28.125
Lavoy Allen\lavoy-allen-1,SR,2010-11,F,Temple,A-10,33,33.9,2.7,5.9,8.6,2.3,0.7,1.8,1.6,2.3,11.6,70,48.45360825,40
Donald Qualls\donald-qualls-1,SR,2010-11,G,Grambling,SWAC,33,29,0.5,1.8,2.2,1.8,1.1,0,1.6,1.7,11.6,80.64516129,37.6344086,34.54545455
Ryan White\ryan-white-1,SR,2010-11,G,Texas State,Southland,32,29.5,0.8,2.8,3.5,4.8,1.7,0.1,2.9,2.5,11.9,81.53846154,38.35616438,31.25
Tre'Von Willis\trevon-willis-1,SR,2010-11,G,Nevada-Las Vegas,MWC,29,29,1.1,2.4,3.5,3.6,1.6,0.2,2.1,2.4,13.2,83.78378378,43,32.55813953
Jheryl Wilson\jheryl-wilson-1,SR,2010-11,G,NJIT,GWC,29,32,1.3,3.4,4.8,2.3,1,0.1,2.1,2,13.2,55.17241379,46.66666667,39.13043478
Anthony Allison\anthony-allison-1,SR,2010-11,G,Southeast Missouri State,OVC,32,30.7,0.3,1.9,2.2,1.5,0.4,0.2,1.7,2.8,11.9,72.72727273,38.53211009,35.48387097
Orane Chin\orane-chin-1,JR,2010-11,F,Cal State Fullerton,Big West,31,30.9,1.4,4.3,5.6,2.1,0.8,0.7,2.5,2.8,12.2,74.41860465,43.15789474,33.33333333
Tom Fow\tom-fow-1,SR,2010-11,F,Air Force,MWC,32,24.3,0.5,3,3.5,0.9,0.6,0.2,0.8,1.6,11.8,77.77777778,47.12643678,46
Yaw Gyawu\yaw-gyawu-1,JR,2010-11,F,Colgate,Patriot,30,29.1,1.8,2.7,4.5,0.9,0.5,0,2.2,2.5,12.6,72.5,48.51485149,0
Chris Harriel\chris-harriel-1,SO,2010-11,G,Portland State,Big Sky,30,31.2,1.8,3.3,5.1,1.9,1.4,0.4,2.1,2.6,12.6,78.94736842,36.93693694,30.43478261
Keion Bell\keion-bell-1,JR,2010-11,G,Pepperdine,WCC,20,29.7,0.9,3.2,4.1,2.4,0.8,0.2,4.2,1.7,18.9,75,41.17647059,32.0754717
Marvin Jordan\marvin-jordan-1,FR,2010-11,G,Niagara,MAAC,32,34.2,0.4,2.6,3,2.3,1.2,0.1,1.9,2.7,11.8,68.42105263,35.39823009,34.28571429
Kodi Augustus\kodi-augustus-1,SR,2010-11,F,Mississippi State,SEC,31,31.5,1.7,5.5,7.2,1.6,0.5,1,2.9,3.1,12.2,82.22222222,44.70588235,30
Travis Franklin\travis-franklin-1,SR,2010-11,F,Colorado State,MWC,32,23.8,2,2.5,4.5,1.8,1.3,0.1,2.5,2.3,11.8,65.15151515,55.07246377,0
Jean-Paul Olukemi\jean-paul-olukemi-1,SO,2010-11,G-F,Oklahoma State,Big 12,34,23.8,1.2,2.9,4.1,0.9,0.8,0.2,1.5,2.3,11.1,76.78571429,43.24324324,31.25
Christian Webster\christian-webster-1,SO,2010-11,G,Harvard,Ivy,29,31.4,0.9,2.4,3.3,1.6,1,0.1,2.5,1.8,13,90.47619048,43.52941176,38.29787234
Terrance Hill\terrance-hill-1,JR,2010-11,G,Morehead State,OVC,35,30,0.4,1.9,2.3,1.4,1.4,0,2,2.1,10.7,79.31034483,39.28571429,36
Chase Hallam\chase-hallam-1,SO,2010-11,F,Denver,Sun Belt,30,34.4,0.9,3.7,4.5,2.3,1.6,0.3,1.9,3.1,12.5,75,46.23655914,41.37931034
Cameron Johnson\cameron-johnson-1,SR,2010-11,F,Texas State,Southland,29,24.1,2,3.4,5.4,0.7,0.8,0.6,2.3,3.5,12.9,64.9122807,47.91666667,0
Marquis Jones\marquis-jones-1,SR,2010-11,G,Rhode Island,A-10,34,34.8,0.4,2.9,3.2,3.8,1.6,0.2,2.4,2.4,11,72.72727273,41.57303371,34.28571429
Cory Joseph\cory-joseph-1,FR,2010-11,G,Texas,Big 12,36,32.4,0.6,2.9,3.6,3,1,0.3,1.5,1.8,10.4,70,42.69662921,40
Eddie Miller\eddie-miller-4,JR,2010-11,G,UC-Davis,Big West,30,28,0.9,3.5,4.4,1.4,1.1,0.1,2.2,2.8,12.5,64.51612903,47.91666667,37.83783784
Jeff Robinson\jeff-robinson-2,SR,2010-11,F,Seton Hall,Big East,31,31.7,1.9,4.5,6.4,0.7,0.8,0.5,1.5,2.7,12.1,73.68421053,45.19230769,33.33333333
Julian Simmons\julian-simmons-1,JR,2010-11,G,Army,Patriot,30,25.1,0.6,2.5,3.1,0.6,0.7,0.1,1.5,2.1,12.5,79.31034483,34.7826087,37.09677419
Chris Wright\chris-wright-2,SR,2010-11,G,Georgetown,Big East,29,33,0.3,2.6,2.9,5.3,1.4,0.1,2.9,2,12.9,77.5,41.58415842,32.55813953
Elton Frazier\elton-frazier-1,SR,2010-11,F,Canisius,MAAC,30,28,2.7,3.6,6.3,1,0.8,1.1,1.3,3,12.4,67.74193548,52.57731959,28.57142857
Malcolm Griffin\malcolm-griffin-1,SO,2010-11,F,Toledo,MAC,31,27.1,0.5,2.1,2.6,4,1.4,0.1,4,2.7,12,66.66666667,46.60194175,39.28571429
Lance Jeter\lance-jeter-1,SR,2010-11,G,Nebraska,Big 12,32,30.2,0.5,3.9,4.4,4.5,1.8,0.1,2.1,2.2,11.7,72.22222222,47.05882353,35.71428571
Alex Johnson\alex-johnson-1,JR,2010-11,G,Cal State Bakersfield,Ind,28,31,0.4,2.3,2.7,2.4,1.1,0,2,1.5,13.3,76.47058824,36.11111111,34.56790123
Allen Smith\allen-smith-1,SR,2010-11,G,Arkansas-Pine Bluff,SWAC,31,36.1,0.5,1.4,1.9,3,0.9,0.1,2.1,2,12,71.42857143,36.53846154,37.31343284
Jack Eggleston\jack-eggleston-1,SR,2010-11,F,Pennsylvania,Ivy,28,37.4,1.5,6.5,8,2.1,0.8,0.8,1.9,1.8,13.2,73.33333333,50,44
Brandon Evans\brandon-evans-3,SR,2010-11,G,North Carolina-Greensboro,Southern,31,23.5,1.2,2.9,4.1,1.4,1.2,0.1,1.8,1.9,11.9,81.81818182,44.73684211,42.85714286
Garlon Green\garlon-green-1,SO,2010-11,F,Texas Christian,MWC,33,29.4,1,3.6,4.6,1,0.6,0.4,1.6,2.9,11.2,75,48.23529412,48.38709677
Tyrel Reed\tyrel-reed-1,SR,2010-11,G,Kansas,Big 12,38,28.7,0.6,2.5,3.1,1.7,1.5,0.2,0.9,1.4,9.7,80.76923077,41.42857143,38
Brad Reese\brad-reese-1,SR,2010-11,F,Texas Tech,Big 12,32,28.8,1.6,3.1,4.6,1.6,1.4,1,2,2.7,11.5,78.78787879,40.4040404,37.03703704
Billy White\billy-white-1,SR,2010-11,F,San Diego State,MWC,36,26.6,1.9,2.4,4.4,1.6,1.1,0.8,1.6,2.9,10.3,73.91304348,56.75675676,42.85714286
Terrance Hill\terrance-hill-2,SR,2010-11,G,Loyola (IL),Horizon,31,29.9,1.2,3,4.2,1.9,0.7,0.2,1.8,2.4,11.9,78.57142857,39.21568627,42.5
Jay-R Strowbridge\jay-r-strowbridge-2,SR,2010-11,G,Oregon,Pac-10,39,25.6,0.8,1.6,2.4,1,0.7,0.1,0.9,1.9,9.4,75,40.47619048,34.09090909
Justin Holiday\justin-holiday-1,SR,2010-11,F,Washington,Pac-10,35,28.3,1.8,3.4,5.2,2.1,1.2,0.8,1.5,2,10.5,81.25,45.88235294,35.13513514
Brandon Rozzell\brandon-rozzell-1,SR,2010-11,G,Virginia Commonwealth,CAA,32,25.3,0.4,2,2.4,1.4,1.3,0,0.9,1.7,11.5,78.94736842,41.75824176,39.3442623
Chris Singleton\chris-singleton-1,JR,2010-11,F,Florida State,ACC,28,29.1,2.1,4.8,6.8,1.2,2,1.5,2.2,3.2,13.1,66.66666667,43.1372549,38.23529412
Jeremy Williams\jeremy-williams-1,SR,2010-11,F,Texas-El Paso,CUSA,35,29.7,1.6,3.9,5.5,0.9,0.8,0.8,1.9,2.7,10.5,67.56756757,45.45454545,42.85714286
Aaron Johnson\aaron-johnson-2,SR,2010-11,G,Alabama-Birmingham,CUSA,31,36.3,0.3,2.5,2.8,7.7,1.5,0,3.5,2.5,11.8,77.08333333,42.04545455,24.13793103
Alex Jones\alex-jones-1,SR,2010-11,F,Seattle,Ind,31,21.2,1.7,2.3,4,0.5,0.7,0.4,2.2,3.4,11.8,68.62745098,48.80952381,20
Jonathan Moore\jonathan-moore-1,SR,2010-11,G-F,Gardner-Webb,Big South,26,29.8,1.3,3.1,4.4,0.9,1,0,2.1,2.5,14,68.88888889,40.17857143,32.78688525
Morgan Sabia\morgan-sabia-1,SR,2010-11,F,Hartford,AEC,29,33.7,1.7,4.9,6.6,1.4,0.8,0.7,2.7,2.9,12.6,73.91304348,38.13559322,32.20338983
Imad Qahwash\imad-qahwash-1,SR,2010-11,G,Central Arkansas,Southland,29,22.9,1.2,1.6,2.8,1.7,1.1,0,2.9,1.7,12.6,69.09090909,41.75824176,33.33333333
Greg Smith\greg-smith-3,SO,2010-11,C,Fresno State,WAC,31,30.4,2.3,5.9,8.1,1.7,1.1,1.1,1.8,2.6,11.7,54.90196078,57.69230769,0
Josh Terry\josh-terry-1,JR,2010-11,G-F,Austin Peay,OVC,33,30.4,1.6,2.7,4.3,1.8,1.8,0.1,2.1,2.5,11,69.6969697,47.77777778,0
John Brown\john-brown-2,JR,2010-11,G,Liberty,Big South,32,31.9,4,6.7,10.8,1.3,1.8,0.3,3,2.5,11.3,56,53.19148936,0
Patrick Mitchell\patrick-mitchell-1,JR,2010-11,G,North Dakota,GWC,34,26.6,1.3,4.4,5.8,1.1,0.7,1.6,1.3,3.5,10.7,64.51612903,43.37349398,36.58536585
Justin Rutty\justin-rutty-1,SR,2010-11,F,Quinnipiac,NEC,25,30.9,4,5.3,9.4,1.4,0.4,0.8,1.8,2.5,14.5,43.47826087,52.54237288,0
Tyler Bernardini\tyler-bernardini-1,SR,2010-11,G,Pennsylvania,Ivy,28,30.4,0.8,3,3.9,1.3,1.4,0.2,1.8,2.6,12.9,83.33333333,41.28440367,36.36363636
Jamar Briscoe\jamar-briscoe-1,SO,2010-11,G,Charlotte,A-10,29,33.4,0.4,3.5,3.9,3,1.5,0,3,2.3,12.5,79.41176471,39.42307692,36.36363636
Andy Diaz\andy-diaz-1,SO,2010-11,F,North Florida,A-Sun,34,25.4,2.2,3.3,5.5,0.9,1.2,1.1,2.8,3.6,10.6,50,56.41025641,0
Maxx Nakwaasah\maxx-nakwaasah-1,JR,2010-11,G,Centenary (LA),Summit,30,30.5,1.9,4.1,6,1.2,0.7,0.2,2.8,2.9,12,71.42857143,40.4040404,22.22222222
Kenny Lawson\kenny-lawson-1,SR,2010-11,C,Creighton,MVC,39,19.4,1.5,4,5.5,0.6,0.1,0.5,1.2,1.7,9.2,72.72727273,47.22222222,34.7826087
Brett McClanahan\brett-mcclanahan-1,JR,2010-11,G,Akron,MAC,36,26.1,0.9,2.7,3.6,1.4,0.9,0.1,1.2,1.8,10,87.5,42.1686747,39.65517241
Ty Abbott\ty-abbott-1,SR,2010-11,G,Arizona State,Pac-10,29,32.6,0.4,3.1,3.5,2.7,1.1,0.6,1.9,2.5,12.4,65.2173913,39.25233645,39.39393939
Luke Hancock\luke-hancock-1,SO,2010-11,F,George Mason,CAA,33,28.6,0.9,3.2,4.2,4.3,1,0.5,2.3,2.4,10.9,81.08108108,49.31506849,36.84210526
David Hicks\david-hicks-1,SR,2010-11,G,Long Island University,NEC,33,26.2,1.1,2.3,3.4,1,0.9,0.2,1.3,1.7,10.9,77.41935484,39.77272727,38.46153846
Bryquis Perine\bryquis-perine-1,SR,2010-11,G,Green Bay,Horizon,32,30.4,0.4,1.9,2.3,2.8,1.1,0,2,1.5,11.2,75.75757576,38.7755102,32.25806452
Nic Simpson\nic-simpson-1,JR,2010-11,G,North Carolina A&T,MEAC,27,29.5,0.7,1.6,2.4,1.1,0.9,0,1.4,2,13.3,78.37837838,36.93693694,30
Troy Brewer\troy-brewer-1,JR,2010-11,G,American,Patriot,31,34,0.8,3.2,4,1.3,0.8,0.4,1.3,1.7,11.5,76.19047619,42.10526316,35.8490566
Daequon Montreal\daequon-montreal-1,SR,2010-11,F,Boise State,WAC,35,26.1,1.9,3.3,5.2,0.9,0.5,0.4,1.2,2.9,10.2,75.67567568,46.83544304,20
Kyle Bullinger\kyle-bullinger-1,JR,2010-11,F,Weber State,Big Sky,32,29,1.1,5.2,6.3,2,0.8,0.1,1.7,2.7,11.2,68.75,43.90243902,43.58974359
Brian Green\brian-green-2,SR,2010-11,G,Utah State,WAC,34,25.2,0.3,2,2.3,1.7,0.6,0,0.8,1.4,10.5,75,47.94520548,45.83333333
George Odufuwa\george-odufuwa-1,SR,2010-11,F,North Texas,Sun Belt,32,31.8,2.5,7.9,10.4,1.6,0.7,0.6,2.3,3.1,11.2,66.66666667,55.26315789,0
Andre Stringer\andre-stringer-1,FR,2010-11,G,Louisiana State,SEC,32,30.7,0.4,1.9,2.4,2.7,1.1,0.1,2.6,2,11.2,77.5,34.04255319,30
Darnell Porter\darnell-porter-1,SR,2010-11,G,South Carolina State,MEAC,29,26.8,1.6,2.3,3.9,1.3,1,0.2,2.4,3.4,12.3,82.35294118,44.44444444,35.71428571
JT Terrell\jt-terrell-1,FR,2010-11,G,Wake Forest,ACC,32,24,0.6,1.5,2.1,1.6,0.7,0,2.2,2.5,11.1,75,37.89473684,36.36363636
Ogo Adegboye\ogo-adegboye-1,SR,2010-11,G,St. Bonaventure,A-10,31,39,0.4,2.7,3.1,4,0.8,0.2,2.7,2.5,11.5,65,39.3258427,36
Kyle Johnson\kyle-johnson-1,SR,2010-11,G,Long Island University,NEC,33,26.3,1.7,3.8,5.5,0.9,0.7,0.2,1.2,1.2,10.8,73.07692308,43.52941176,39.47368421
Kyle Kuric\kyle-kuric-1,JR,2010-11,G,Louisville,Big East,33,28.1,1.4,2.5,3.9,1.2,0.9,0.2,0.8,1.7,10.8,80,50.64935065,44.68085106
Derwin Kitchen\derwin-kitchen-1,SR,2010-11,G,Florida State,ACC,34,30.6,1.5,4.3,5.8,3.6,1.6,0.1,2,1.3,10.4,76.66666667,50,36.36363636
Julius Wells\julius-wells-1,JR,2010-11,F,James Madison,CAA,33,31.6,0.8,3.3,4.1,1.9,0.7,0.2,1.7,2.4,10.7,77.27272727,40,33.33333333
Greg Logins\greg-logins-1,SR,2010-11,F,Canisius,MAAC,30,23.4,1.6,4.4,6,0.5,0.5,0.3,1.3,2.9,11.8,80,47.36842105,44.44444444
Austin Morgan\austin-morgan-1,SO,2010-11,G,Yale,Ivy,28,30.9,0.1,1.8,2,3.2,0.9,0.1,2.4,2.4,12.6,80.48780488,44.04761905,44.18604651
Alexander Starling\alexander-starling-1,SR,2010-11,F,Bethune-Cookman,MEAC,33,31.4,2.6,4.1,6.7,0.8,1.4,1,1.8,3.6,10.7,66.66666667,52.11267606,50
Eric Frederick\eric-frederick-1,JR,2010-11,F,Florida International,Sun Belt,28,25.3,1.2,5.3,6.5,0.6,0.7,0.3,1.8,2.8,12.6,58.33333333,48,34.61538462
Charles Funches\charles-funches-1,SR,2010-11,F,Hampton,MEAC,33,32,2.2,5.6,7.8,1.2,1.3,1,2.4,3.3,10.7,68.62745098,42.1686747,40
Dan Geriot\dan-geriot-1,SR,2010-11,C,Richmond,A-10,37,24.9,0.9,2.9,3.8,2.8,0.6,0.1,1.7,2.2,9.5,57.89473684,44.57831325,40.90909091
Tucker Halpern\tucker-halpern-1,SO,2010-11,F,Brown,Ivy,28,28.7,0.8,3.8,4.5,2.4,1.1,0.4,1.6,1.8,12.6,73.68421053,41.28440367,40.38461538
Spencer Johnson\spencer-johnson-1,SR,2010-11,F,Missouri-Kansas City,Summit,30,33.1,3.2,6.3,9.4,0.8,0.9,0.4,1.3,3.3,11.7,55.17241379,48.27586207,39.13043478
Adam Leonard\adam-leonard-1,SR,2010-11,G,Missouri State,MVC,35,33.7,0.2,1.7,1.9,1.9,0.7,0.1,1.2,1.4,10.1,68.75,37.93103448,37.87878788
Nick Chasten\nick-chasten-1,JR,2010-11,F,North Carolina Central,Ind,30,31.2,2.3,4.8,7.1,0.6,1.2,0.6,2.1,3.4,11.7,60,52.08333333,30.76923077
B.J. Jenkins\bj-jenkins-1,SR,2010-11,G,Murray State,OVC,32,29,0.6,2.9,3.5,3.3,1.5,0.1,1.9,2.2,11,90,44,39.13043478
Lawrence Gilbert\lawrence-gilbert-1,SR,2010-11,F,Louisiana-Monroe,Sun Belt,30,32.4,1.6,3.7,5.4,1.6,0.7,0.3,2.3,3.1,11.7,84.375,42.55319149,27.77777778
Brendan Bald\brendan-bald-1,SO,2010-11,G,Vermont,AEC,31,28.2,0.6,1.5,2.1,1.3,0.6,0.1,1.8,1.7,11.3,65.2173913,40.59405941,41.02564103
Gary Clark\gary-clark-1,SR,2010-11,G,Wake Forest,ACC,32,26.7,0.4,1.8,2.2,1.6,0.9,0.2,1.7,2.3,10.9,80.95238095,52.05479452,55.17241379
Phillip McDonald\phillip-mcdonald-1,JR,2010-11,G,New Mexico,MWC,32,27.8,1.6,2.7,4.3,1.1,0.5,0.3,1.4,2.5,10.9,75,40.65934066,32.69230769
Kamil Svrdlik\kamil-svrdlik-1,JR,2010-11,F,Fairleigh Dickinson,NEC,29,33.7,2.2,5,7.1,1,0.6,1.4,2.7,3.2,12,64.70588235,51.1627907,0
Moussa Camara\moussa-camara-1,SR,2010-11,F,Binghamton,AEC,31,30,0.4,2.1,2.5,0.9,0.4,0.1,1.2,1.5,11.2,80.95238095,36.36363636,39.3442623
Braxton Dupree\braxton-dupree-1,JR,2010-11,C,Towson,CAA,29,30.9,2.6,5.4,7.9,0.4,0.5,1.3,2.2,3.2,12,68.75,47.25274725,0
Kashief Edwards\kashief-edwards-1,JR,2010-11,F,Niagara,MAAC,28,35.3,2.8,3.9,6.6,0.8,1,1.1,2.5,2.6,12.4,57.77777778,44.14414414,0
Kevin Galloway\kevin-galloway-1,SR,2010-11,F,Texas Southern,SWAC,32,37.3,1.1,5.8,6.9,6.3,1.8,0.9,5,2,10.9,58,39.56043956,30
Scottie Haralson\scottie-haralson-1,SO,2010-11,G,Tulsa,CUSA,32,31.3,1.1,2.3,3.4,1.7,0.4,0.3,1.3,1.3,10.9,85.71428571,39.56043956,38.23529412
Justin Tubbs\justin-tubbs-1,SR,2010-11,G,East Tennessee State,A-Sun,33,29.6,1.4,3.2,4.6,0.4,1.1,0.1,1.2,2.4,10.5,60.86956522,39.53488372,35.48387097
Shawn Atupem\shawn-atupem-1,SR,2010-11,F,Mount St. Mary's,NEC,32,26.5,1.5,3.5,5,1.2,0.9,0.3,2,3.3,10.8,70.58823529,52.5,0
Melvin Jones\melvin-jones-1,SR,2010-11,G,Portland State,Big Sky,30,32.1,0.1,2,2.1,2.4,0.4,0,1.6,1.7,11.5,80,40.86021505,38.70967742
Paul Noonan\paul-noonan-1,SR,2010-11,F,Boise State,WAC,35,28.8,0.5,2.8,3.3,1.7,0.8,0.3,1.7,2.9,9.9,82.60869565,42.25352113,38.7755102
Tommie Sykes\tommie-sykes-1,SR,2010-11,F,Louisiana-Monroe,Sun Belt,30,30.2,3.1,3.2,6.3,1.2,1.5,0.3,2.1,3.7,11.5,54.92957746,48.71794872,0
Michael Davenport\michael-davenport-1,JR,2010-11,G,St. Bonaventure,A-10,31,31.7,1.3,3.6,4.9,2.2,1.1,0.4,2.3,3.1,11.1,75,40,38.23529412
Jeremy Sexton\jeremy-sexton-1,SO,2010-11,G,Charleston Southern,Big South,32,32.7,0.3,1.3,1.6,2.7,1.1,0.1,2.2,2,10.8,76.92307692,38.83495146,34.61538462
Christophe Varidel\christophe-varidel-1,FR,2010-11,G,Florida Gulf Coast,A-Sun,30,30.2,0.6,1.9,2.4,1.6,0.9,0.1,2.1,1.9,11.5,82.60869565,36.84210526,37.68115942
Tim Williams\tim-williams-1,SR,2010-11,G,South Alabama,Sun Belt,27,30.3,1.4,3.2,4.6,1.3,1,0.4,2.1,2.6,12.8,65.11627907,40.36697248,33.33333333
Robbie Dreher\robbie-dreher-1,SO,2010-11,G,Winthrop,Big South,27,31.3,1.1,2.9,3.9,1.7,1.2,0.2,2.4,2.6,12.7,66.03773585,39.21568627,35.13513514
Allen Huddleston\allen-huddleston-1,SO,2010-11,G,Pacific,Big West,31,27.1,0.5,1.6,2.2,1.4,1.1,0,1.5,1.8,11.1,67.56756757,42.5,39.58333333
David Kyles\david-kyles-1,JR,2010-11,G,Wichita State,MVC,37,22.1,0.4,2.4,2.8,1.4,0.8,0.3,0.9,1,9.3,66.66666667,42.10526316,39.21568627
Stephan Martin\stephan-martin-1,SR,2010-11,G,McNeese State,Southland,33,21.4,0.5,1.4,1.8,1.5,0.8,0.1,1.8,1.8,10.4,78.57142857,42.68292683,36.11111111
Isacc Miles\isacc-miles-1,SR,2010-11,G,Murray State,OVC,32,29.2,0.6,1.6,2.2,3.8,1,0.1,2.5,2.4,10.8,71.875,44.30379747,37.83783784
Dee Brown\dee-brown-3,JR,2010-11,G,Bowling Green State,MAC,33,26.5,0.5,1.7,2.2,1.8,0.8,0,1.4,1,10.4,74.07407407,45.78313253,33.33333333
Nick Leon\nick-leon-1,SR,2010-11,G,Saint Peter's,MAAC,33,32.8,0.2,2,2.2,3.2,1,0,2.5,2,10.4,84.61538462,34.7826087,36.73469388
Anton Dickerson\anton-dickerson-1,SO,2010-11,G,Howard,MEAC,30,27.4,0.9,1.9,2.8,1.2,1,0.1,1.6,3,11.4,68.75,36.73469388,32.20338983
Sam Muldrow\sam-muldrow-1,SR,2010-11,F,South Carolina,SEC,30,28.9,2.6,4.6,7.3,0.4,0.6,3.4,1.6,2.6,11.4,74.07407407,41.34615385,30.76923077
Sultan Toles-Bey\sultan-toles-bey-1,SR,2010-11,G,Sacramento State,Big Sky,28,36,0.6,2.9,3.4,4.8,1.5,0.1,3.6,2.5,12.2,80,34.23423423,33.92857143
Jamar Abrams\jamar-abrams-1,SR,2010-11,G-F,East Carolina,CUSA,33,25.6,1.3,2.8,4.1,0.9,0.6,0.2,1.2,3,10.3,71.42857143,45,41.17647059
Deividas Busma\deividas-busma-1,SR,2010-11,C,Idaho State,Big Sky,29,30.3,2.8,4.1,6.9,0.7,0.7,1.9,1.9,2.9,11.8,62.85714286,48.97959184,0
Connor Frizzelle\connor-frizzelle-1,JR,2010-11,G,Rice,CUSA,32,27.5,0.3,1.5,1.8,1.4,1.4,0,1.7,1.4,10.7,92.85714286,38.46153846,30.55555556
Jermel Jenkins\jermel-jenkins-1,JR,2010-11,G,Iona,MAAC,37,27.4,0.6,1.9,2.4,2.6,1.2,0,1.5,1.4,9.2,77.77777778,37.64705882,37.03703704
