Rk,Player,Class,Season,Pos,School,Conf,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
1769,Emmanuel Chibuogwu\emmanuel-chibuogwu-1,SR,2016-17,F,Seattle,WAC,28.8,2.2,5.6,0.8,1.4,1.5,4.3,0.7,1,0.6,3.7,4.3,2.2,0.6,0.4,1,2.6,6.6,70,39.28571429,34.88372093
1770,Chris Clover\chris-clover-1,SO,2016-17,G,Saint Joseph's,A-10,19.6,2.4,6.4,1.8,4.4,0.6,2,1.2,1.9,0.5,1.4,1.9,0.8,0.4,0,1,1.8,6.6,63.15789474,37.5,30
1771,B.J. Gladden\bj-gladden-1,JR,2016-17,F,Georgia Southern,Sun Belt,20,1.8,4.7,1.4,2.9,0.4,1.8,2.1,3.7,0.7,3.7,4.4,0.9,0.6,0.6,1.3,2,6.1,56.75675676,38.29787234,22.22222222
1772,Charlie Jones\charlie-jones-2,SR,2016-17,G,American,Patriot,33,2.3,4.3,1.7,2.6,0.6,1.7,0.9,1.3,1,4.9,5.9,2.5,1.7,0.6,1.2,2.5,6.1,69.23076923,53.48837209,35.29411765
1773,Arkadiy Mkrtychyan\arkadiy-mkrtychyan-1,JR,2016-17,F,Idaho,Big Sky,17.9,2.5,4.8,2.4,4.5,0.1,0.3,1.5,2.5,1.3,2.8,4,0.9,0.3,0.3,1,2.6,6.6,60,52.08333333,33.33333333
1774,Detrick Mostella\detrick-mostella-1,JR,2016-17,G,Tennessee,SEC,21.5,3.5,8.7,1.8,4.1,1.7,4.7,1.7,2.5,0.5,3.4,3.9,1.2,0.4,0.4,1.5,2.1,10.5,68,40.22988506,36.17021277
1775,Maurice Rivers\maurice-rivers-1,JR,2016-17,F,Jackson State,SWAC,18.8,2.3,4.6,2.2,4.4,0,0.2,1.7,2.6,1.6,2.8,4.3,0.7,0.6,0.4,1.3,3.2,6.3,65.38461538,50,0
1776,Tyson Ward\tyson-ward-1,FR,2016-17,G,North Dakota State,Summit,19.6,2.3,5.2,1.4,2.8,0.9,2.4,0.6,0.8,1.1,2.3,3.4,1,0.7,0.1,1.3,2.3,6.1,75,44.23076923,37.5
1777,Denzell Watts\denzell-watts-1,SR,2016-17,G,Alabama-Birmingham,CUSA,19.8,2,4.5,0.5,1.2,1.5,3.3,1,1.1,0.2,1.8,1.9,1.9,0.6,0,1,1.1,6.6,90.90909091,44.44444444,45.45454545
1778,Tyrik Dixon\tyrik-dixon-1,FR,2016-17,G,Middle Tennessee,CUSA,24.2,2.2,4.8,1.4,3,0.8,1.8,0.8,1.2,0.3,2.5,2.7,3,1.2,0.1,1.3,1.7,6,66.66666667,45.83333333,44.44444444
1779,Kyle Foreman\kyle-foreman-1,SO,2016-17,G,Boston University,Patriot,26.1,2.1,5.8,1.6,4,0.4,1.8,1.7,2.1,0.6,1.8,2.3,4.7,1.8,0.1,2.4,1.8,6.3,80.95238095,36.20689655,22.22222222
1780,J.C. Hampton\jc-hampton-1,SR,2016-17,G,Texas A&M,SEC,23.4,2,4.7,0.6,1.5,1.3,3.2,1.3,1.7,0.1,1.7,1.8,2,0.5,0,1,1.8,6.5,76.47058824,42.55319149,40.625
1781,T.J. Henderson\tj-henderson-1,SO,2016-17,G,IUPUI,Summit,17.3,1.9,4.1,0.9,1.7,1,2.4,1,1.3,0.3,1.1,1.4,1.7,0.9,0.1,1.1,1.7,5.8,76.92307692,46.34146341,41.66666667
1782,Gino Littles\gino-littles-1,JR,2016-17,G,Texas-San Antonio,CUSA,27.8,2,5.5,1.2,3.1,0.9,2.4,1.3,2.2,0.4,2.8,3.2,2.4,0.8,0,1.4,1.5,6.3,59.09090909,36.36363636,37.5
1783,Ikenna Ndugba\ikenna-ndugba-1,FR,2016-17,G,Bryant,NEC,29,1.9,5.6,1.3,3.1,0.6,2.5,1.3,1.8,0.6,2.9,3.5,4.1,1,0,2.3,2.9,5.8,72.22222222,33.92857143,24
1784,Curtis Phillips\curtis-phillips-1,JR,2016-17,F,Tennessee Tech,OVC,22.4,2.9,6.9,2.1,4.4,0.8,2.5,2,2.7,0.9,2.7,3.6,1.2,1.2,0.3,1.7,2.4,8.7,74.07407407,42.02898551,32
1785,Lafayette Rutledge\lafayette-rutledge-1,JR,2016-17,G,Nicholls State,Southland,22.4,3.5,8.7,0.2,0.5,3.3,8.2,1.7,2.1,0.2,0.8,1,0.3,0.2,0,0.6,1.6,12.1,80.95238095,40.22988506,40.24390244
1786,Brian Starr\brian-starr-1,JR,2016-17,G,Towson,CAA,23.7,2.2,5.1,1.7,3.1,0.5,2,0.9,1.3,0.3,1.9,2.1,1.8,0.9,0.1,1.1,1.6,5.8,69.23076923,43.1372549,25
1787,Will Tavares\will-tavares-1,JR,2016-17,G,Fordham,A-10,20.9,2.1,5.8,1.4,3.9,0.7,1.8,1.4,1.9,0.5,1.7,2.2,0.8,1,0.2,1.2,1.9,6.3,73.68421053,36.20689655,38.88888889
1788,Mark Williams\mark-williams-3,SR,2016-17,F,Temple,AAC,15,2.2,5.6,1.9,3.7,0.4,1.8,1,1.3,0.6,2.1,2.7,1.1,0.2,0.2,1,2.6,5.8,76.92307692,39.28571429,22.22222222
1789,Yosef Yacob\yosef-yacob-1,JR,2016-17,G,Binghamton,AEC,17.9,2.1,4.6,1,2.1,1.1,2.5,1.2,1.6,0.1,0.9,1,1.2,0.3,0,1.3,1.3,6.5,75,45.65217391,44
1790,Hassan Attia\hassan-attia-1,JR,2016-17,C,Hartford,AEC,21.2,3.1,5.1,3.1,5.1,0,0,0.8,2.5,2.8,3.7,6.5,0.4,1,2.3,2.1,4,7.1,32,60.78431373,0
1791,Jordan Butler\jordan-butler-1,JR,2016-17,F,Norfolk State,MEAC,27.6,2.4,5.1,2.4,5.1,0,0,2.6,4.2,2,4.8,6.7,0.9,0.4,1.9,1.7,3.3,7.4,61.9047619,47.05882353,0
1792,Chris Chiozza\chris-chiozza-1,JR,2016-17,G,Florida,SEC,20.8,1.8,5,1.1,2.2,0.7,2.7,1.7,2.1,0.4,2.7,3,3.8,1.5,0,1.4,2.2,6,80.95238095,36,25.92592593
1793,DeAndre Dishman\deandre-dishman-1,FR,2016-17,F,Eastern Kentucky,OVC,19.4,2.5,4,2.5,4,0,0,1.3,2.3,1.6,3.2,4.8,0.8,0.8,0.5,1.3,2,6.2,56.52173913,62.5,0
1794,Lindsey Drew\lindsey-drew-1,SO,2016-17,G,Nevada,MWC,31.6,2.2,4.7,1.5,3,0.6,1.7,1.1,1.9,1.1,3.8,4.9,5.1,1.3,1,1.8,2.8,6,57.89473684,46.80851064,35.29411765
1795,Wenyen Gabriel\wenyen-gabriel-1,FR,2016-17,F,Kentucky,SEC,20.7,2.2,4.7,1.5,2.7,0.7,2,1,1.7,2.1,3.8,5.9,0.9,0.4,1.2,0.8,2.9,6,58.82352941,46.80851064,35
1796,Mo Jeffers\mo-jeffers-1,SR,2016-17,F,Boston College,ACC,21.2,2.4,4.8,2.4,4.8,0,0,1,1.9,2.1,3.8,5.9,0.6,0.4,0.6,1.5,2.8,5.8,52.63157895,50,0
1797,Joshua Langford\joshua-langford-1,FR,2016-17,G,Michigan State,Big Ten,20,2.3,4.6,1.3,2.3,1,2.3,0.3,0.6,0.6,1.6,2.2,1.2,0.5,0.1,1,1.9,6,50,50,43.47826087
1798,Morgan Means\morgan-means-1,FR,2016-17,G,Seattle,WAC,24.6,2.3,5.3,1.5,3.2,0.8,2.2,1.4,2.2,0.4,2.3,2.7,2.3,1.1,0,1.9,2.4,6.8,63.63636364,43.39622642,36.36363636
1799,Jerome Segura\jerome-segura-1,JR,2016-17,G,Fairfield,MAAC,31.3,2.6,6.3,2,4.5,0.5,1.8,1.1,2,0.6,2.4,3,4.3,1,0,2.6,2.1,6.8,55,41.26984127,27.77777778
1800,Matt Taylor\matt-taylor-1,JR,2016-17,G,New Mexico State,WAC,21.8,2.2,4.5,1.7,2.7,0.5,1.8,1.1,1.4,0.8,2,2.8,1.7,0.7,0.7,1.1,2.2,6,78.57142857,48.88888889,27.77777778
1801,Ja'Donta Blakley\jadonta-blakely-1,SR,2016-17,G,Prairie View,SWAC,25.7,2.4,5.2,2.3,4.9,0.1,0.3,1.1,1.8,0.9,2.9,3.8,3.5,1.8,0.4,2.4,2.6,6,61.11111111,46.15384615,33.33333333
1802,Bolden Brace\bolden-brace-1,FR,2016-17,G,Northeastern,CAA,21.5,1.9,5.3,0.5,0.8,1.4,4.5,0.8,0.9,0.4,2.6,3,1.4,0.3,0.3,0.6,1.4,6,88.88888889,35.8490566,31.11111111
1803,Schadrac Casimir\schadrac-casimir-1,SO,2016-17,G,Iona,MAAC,18.4,1.9,4.9,0.8,2.2,1.1,2.7,1,1.1,0.5,0.9,1.4,1.3,0.5,0.1,0.9,1.2,6,90.90909091,38.7755102,40.74074074
1804,Brandon Cyrus\brandon-cyrus-1,FR,2016-17,G,DePaul,Big East,25.5,2.2,5.9,2,5,0.2,0.9,1.3,1.9,1.8,2.6,4.3,0.9,0.8,0.2,1.3,2.4,6,68.42105263,37.28813559,22.22222222
1805,Dominic Green\dominic-green-2,SO,2016-17,F,Washington,Pac-12,22.7,2.1,6.4,1,2.8,1.1,3.6,0.9,1.2,0.8,1.6,2.4,0.7,0.5,0.4,0.9,1.9,6.2,75,32.8125,30.55555556
1806,Chris Jenkins\chris-jenkins-2,JR,2016-17,F,NJIT,A-Sun,18.2,2.2,5.9,0.4,0.9,1.8,5,0,0,0.2,1.2,1.4,0.6,0.1,0,0.7,1.1,6.2,0,37.28813559,36
1807,Dane Pineau\dane-pineau-1,SR,2016-17,F,Saint Mary's (CA),WCC,24.1,2.8,4.5,2.6,4,0.2,0.5,0.7,1.4,2.4,3.9,6.3,0.9,1,1.1,1.1,2.8,6.5,50,62.22222222,40
1808,Darius Thompson\darius-thompson-1,JR,2016-17,G,Virginia,ACC,20.2,2.4,5.1,1.6,2.8,0.8,2.2,0.6,1,0.2,1.6,1.8,2.5,0.9,0.3,1.1,1,6.2,60,47.05882353,36.36363636
1809,Jarod Williams\jarod-williams-1,SR,2016-17,G,Detroit Mercy,Horizon,19.5,2.3,4.9,1.9,3.4,0.4,1.5,1.5,2.2,0.7,2.4,3.1,1.1,0.6,0.2,1.8,2.8,6.5,68.18181818,46.93877551,26.66666667
1810,Marcus Allen\marcus-allen-2,SR,2016-17,G,Stanford,Pac-12,24.6,2.6,6,2.3,4.6,0.3,1.4,1.3,2.1,0.3,2,2.3,1.7,1.2,0,1.6,2,6.7,61.9047619,43.33333333,21.42857143
1811,Christian Benzon\christian-benzon-1,SR,2016-17,G,Evansville,MVC,24.2,1.9,4.2,1.7,3.8,0.2,0.4,1.4,3,0.9,3.1,4,1.3,0.7,0.2,1.2,2,5.5,46.66666667,45.23809524,50
1812,Eric Carter\eric-carter-1,SO,2016-17,F,Delaware,CAA,19.7,2.1,4.3,2.1,4.2,0,0,1.6,2.6,1.5,3.5,5,1.4,0.1,0.3,1.6,2.8,5.7,61.53846154,48.8372093,0
1813,David Cohn\david-cohn-1,JR,2016-17,G,William & Mary,CAA,28.8,2.1,5.2,1.4,3.3,0.7,1.9,1.2,1.6,0.1,2.5,2.6,4.6,0.8,0,1.6,1.1,6.2,75,40.38461538,36.84210526
1814,Jacob Lampkin\jacob-lampkin-1,JR,2016-17,F,Pacific,WCC,17.5,2.5,5,2.5,4.9,0,0.1,1.4,2.4,1.6,3,4.7,0.9,0.2,0.3,1,2.1,6.4,58.33333333,50,0
1815,Brett Prahl\brett-prahl-1,JR,2016-17,F,Milwaukee,Horizon,18.6,2.6,3.8,2.6,3.8,0,0,1,1.6,1.3,2.2,3.5,0.4,0.4,0.6,1,2.2,6.2,62.5,68.42105263,0
1816,Nate Sherwood\nate-sherwood-1,SO,2016-17,F,Idaho,Big Sky,24.4,2.4,5.3,2,4.3,0.3,1,1.3,2,1.8,3.3,5.1,1.4,0.3,0.5,1.2,3.3,6.4,65,45.28301887,30
1817,Raiquan Clark\raiquan-clark-1,SO,2016-17,G,Long Island University,NEC,16.8,1.6,3.6,1.6,3.5,0,0,2.2,2.8,2.1,1.6,3.7,0.3,0.5,0.7,1,1.9,5.5,78.57142857,44.44444444,0
1818,Eddie Davis\eddie-davis-1,SO,2016-17,F,Southern Mississippi,CUSA,18.7,2.4,6.7,2,4.5,0.4,2.2,1.1,1.7,1.7,3,4.8,0.7,0.2,0.5,1.5,2.5,6.4,64.70588235,35.82089552,18.18181818
1819,Quentin Jackson\quentin-jackson-1,FR,2016-17,G,Charlotte,CUSA,18.7,2.4,5.8,2.2,4.5,0.3,1.3,1.3,2,0.3,1.7,1.9,1.4,1,0.4,1.3,2.2,6.4,65,41.37931034,23.07692308
1820,Justin Kier\justin-kier-1,FR,2016-17,G,George Mason,A-10,27.8,1.8,4.4,1.2,3,0.6,1.4,2,2.6,0.6,3.8,4.4,1,0.6,0.2,1.7,1.9,6.1,76.92307692,40.90909091,42.85714286
1821,Sam Neumann\sam-neumann-1,SO,2016-17,F,Montana State,Big Sky,25.7,1.8,4,1.2,2.3,0.6,1.8,1.7,2.5,2.2,3.9,6.1,1.3,0.5,0.1,0.9,2.7,5.9,68,45,33.33333333
1822,Tyler Peterson\tyler-peterson-2,FR,2016-17,G,South Dakota,Summit,16.3,1.9,4.8,1.3,2.4,0.6,2.4,1,1.6,0.5,2.2,2.8,1,0.5,0.2,1.1,2.4,5.5,62.5,39.58333333,25
1823,Malik Pope\malik-pope-1,JR,2016-17,F,San Diego State,MWC,24.1,3.7,7.9,3,5.9,0.7,2,1.5,2.4,1.3,4.1,5.4,1.5,0.9,0.9,1.6,2.1,9.6,62.5,46.83544304,35
1824,Jonah Radebaugh\jonah-radebaugh-1,FR,2016-17,G,Northern Colorado,Big Sky,32.6,2.2,5.3,1,1.8,1.2,3.5,0.8,1.2,1.2,4.3,5.5,1.8,1,0.1,1,1.9,6.4,66.66666667,41.50943396,34.28571429
1825,Adam Sledd\adam-sledd-1,FR,2016-17,F,Western Carolina,Southern,18.8,2.6,5.5,2.6,5.5,0,0,0.9,1.4,2.1,2.4,4.5,0.2,0.3,0.4,1.1,2.4,6.1,64.28571429,47.27272727,0
1826,Malcolm Bernard\malcolm-bernard-1,SR,2016-17,G,Xavier,Big East,27.8,2,5.1,0.9,2.2,1.1,2.9,0.7,1.3,1.2,2.5,3.7,1.7,0.9,0.3,1.4,2.7,5.8,53.84615385,39.21568627,37.93103448
1827,Isaiah Brock\isaiah-brock-1,FR,2016-17,F,Oakland,Horizon,19.7,2.7,3.7,2.7,3.7,0,0,0.6,0.9,1.9,3.9,5.8,0.5,0.8,1.8,1,2.7,6.1,66.66666667,72.97297297,0
1828,Willie Clayton\willie-clayton-1,SR,2016-17,F,Georgia State,Sun Belt,21.4,2.7,4.4,2.7,4.4,0,0,0.6,2.4,3,4,7,0.4,0.6,0.7,1.9,2.9,6.1,25,61.36363636,0
1829,August Haas\august-haas-1,FR,2016-17,G,Milwaukee,Horizon,28.1,2.1,5.3,1.5,3.4,0.6,1.9,0.8,1.5,0.4,2.6,3,3.9,0.6,0,2.4,2.3,5.6,53.33333333,39.62264151,31.57894737
1830,Nick Harris\nick-harris-1,SO,2016-17,F,College of Charleston,CAA,24.2,2.3,3.6,2.3,3.6,0,0,1.2,1.9,1.7,4.8,6.5,0.2,0.3,1.2,0.9,2.7,5.8,63.15789474,63.88888889,0
1831,Tory Miller\tory-miller-1,JR,2016-17,F,Colorado,Pac-12,16.2,2.6,4.6,2.6,4.5,0,0.1,1,1.9,1.3,2.7,4,0.5,0.3,0.3,1,2.4,6.3,52.63157895,56.52173913,0
1832,A.C. Reid\ac-reid-1,JR,2016-17,G,Liberty,Big South,22.1,1.8,5,0.3,0.6,1.5,4.4,0.4,0.6,0,1.6,1.6,1.7,0.6,0.1,1,2.1,5.4,66.66666667,36,34.09090909
1833,Manuale Watkins\manuale-watkins-1,SR,2016-17,G,Arkansas,SEC,21,2.5,4.4,2.1,3.7,0.3,0.7,0.6,1,1,2.8,3.7,1.8,1.3,0,0.5,1.8,5.8,60,56.81818182,42.85714286
1834,Brandon Alston\brandon-alston-2,JR,2016-17,G,Lehigh,Patriot,19.2,2.1,4.5,1.5,3,0.5,1.5,1.1,1.7,0.5,1.7,2.1,1.1,0.4,0.1,1.3,2,5.8,64.70588235,46.66666667,33.33333333
1835,Rodney Elliott\rodney-elliott-2,JR,2016-17,G,Maryland-Baltimore County,AEC,20.3,2.6,5.5,1.3,2.4,1.3,3.1,1.8,2.7,0.4,1.3,1.7,1.9,0.6,0,1.1,2.5,8.4,66.66666667,47.27272727,41.93548387
1836,Dallas Ennema\dallas-ennema-1,SR,2016-17,F,Albany (NY),AEC,21,1.7,4,0.5,1.1,1.3,3,0.9,1.1,0.4,2.4,2.8,0.7,0.3,0.6,0.7,1.5,5.6,81.81818182,42.5,43.33333333
1837,Matt Frierson\matt-frierson-1,SO,2016-17,G,Citadel,Southern,15.8,1.8,5.5,0.1,0.3,1.7,5.2,0.3,0.3,0.2,1,1.2,1.2,0.7,0,0.5,1,5.6,100,32.72727273,32.69230769
1838,Amari Hamilton\amari-hamilton-1,SO,2016-17,G,North Carolina A&T,MEAC,21.4,2.1,5.9,0.8,2.3,1.3,3.5,1,1.2,0.3,1.8,2,1.4,0.5,0,1.5,0.8,6.6,83.33333333,35.59322034,37.14285714
1839,Donovan Jackson\donovan-jackson-1,JR,2016-17,G,Iowa State,Big 12,17.6,2,5.1,0.8,2,1.2,3,0.7,0.9,0,0.9,1,1.4,0.6,0,0.5,1.2,6,77.77777778,39.21568627,40
1840,Lance Potier\lance-potier-1,SR,2016-17,G,McNeese State,Southland,25.3,2.7,5.5,2.1,3.9,0.5,1.6,0.7,1.2,1.3,5,6.3,1,0.3,0.4,1.6,3.2,6.6,58.33333333,49.09090909,31.25
1841,Nico Carvacho\nico-carvacho-1,FR,2016-17,F,Colorado State,MWC,20.8,2,3.7,1.9,3.7,0,0.1,1.6,2.7,2.3,2.8,5.1,0.9,0.4,0.6,1.2,2.7,5.6,59.25925926,54.05405405,0
1842,Nate Kennell\nate-kennell-1,FR,2016-17,G,Bradley,MVC,16.6,1.8,4,0.8,1.7,1,2.2,1,1.4,0.1,1.6,1.7,1.4,0.5,0.1,1.3,2,5.6,71.42857143,45,45.45454545
1843,Tosin Mehinti\tosin-mehinti-1,SR,2016-17,F,Alabama-Birmingham,CUSA,18.8,2.2,4.2,2.2,4.2,0,0,1.5,1.9,1.6,2.6,4.2,0.9,0.3,0.8,1.8,2.5,5.8,78.94736842,52.38095238,0
1844,Antoine Pittman\antoine-pittman-1,SO,2016-17,G,Bradley,MVC,19.1,1.9,5,1.3,3.1,0.6,1.9,1.4,2.3,0.4,1.5,1.9,0.9,0.7,0.2,1.7,1.8,5.8,60.86956522,38,31.57894737
1845,Craig Randall\craig-randall-1,SO,2016-17,G,Memphis,AAC,18.7,2,5.5,0.7,1.3,1.3,4.2,0.6,1.1,0.5,1,1.5,1.1,0.7,0.2,0.9,1.1,5.8,54.54545455,36.36363636,30.95238095
1846,Chris Robinson\chris-robinson-2,JR,2016-17,G,Sacred Heart,NEC,22.6,2,5.3,0.9,2.1,1.1,3.2,0.5,0.6,1.1,2.3,3.4,1.1,0.8,0,0.7,2.4,5.6,83.33333333,37.73584906,34.375
1847,Mawdo Sallah\mawdo-sallah-1,SO,2016-17,C,Mount St. Mary's,NEC,21.2,2.5,5,2.5,5,0,0,0.6,1.3,1.6,4.1,5.8,0.4,0.3,1.4,1.1,3.3,5.6,46.15384615,50,0
1848,Daishon Smith\daishon-smith-1,JR,2016-17,G,Wichita State,MVC,16.4,1.5,3.8,0.7,1.5,0.9,2.3,1.4,1.8,0.3,2,2.4,2.3,1.1,0,1.1,1.6,5.4,77.77777778,39.47368421,39.13043478
1849,Obij Aget\obij-aget-1,SR,2016-17,C,New Mexico,MWC,18.8,2.4,4.2,2.4,4.2,0,0,0.9,1.2,1.3,2.2,3.5,0.4,0.5,1.2,0.5,1.9,5.7,75,57.14285714,0
1850,Eric Curry\eric-curry-1,FR,2016-17,F,Minnesota,Big Ten,19.8,2,4.7,1.8,3.7,0.2,1,1.5,2.1,1.7,3.8,5.5,1.4,0.5,0.8,1.2,1.9,5.7,71.42857143,42.55319149,20
1851,Tariq Owens\tariq-owens-1,SO,2016-17,F,St. John's (NY),Big East,19.9,2.1,4.2,2.1,4.1,0,0,1.3,1.7,2.1,3.4,5.4,0.6,0.6,2.4,1,3.2,5.5,76.47058824,50,0
1852,Derrico Peck\derrico-peck-1,SR,2016-17,G,Maryland-Eastern Shore,MEAC,22.3,2.5,3.8,2.5,3.7,0,0,0.7,1.5,2,2.7,4.6,0.7,1.1,1.3,1.3,2.8,5.7,46.66666667,65.78947368,0
1853,Shembari Phillips\shembari-phillips-1,SO,2016-17,G,Tennessee,SEC,18.8,1.7,4.1,1.2,2.9,0.5,1.2,1.8,2.3,0.7,2.2,2.8,1.7,0.6,0.1,1.3,2.2,5.7,78.26086957,41.46341463,41.66666667
1854,Raemond Robinson\raemond-robinson-1,SR,2016-17,G,Charleston Southern,Big South,18.3,1.8,5.2,0.1,0.5,1.7,4.7,0.4,0.6,0.1,1.8,1.9,1.1,0.5,0.1,0.7,1.7,5.7,66.66666667,34.61538462,36.17021277
1855,James Whitaker\james-whitaker-1,SR,2016-17,G,North Carolina A&T,MEAC,18.5,2.2,5.9,1.5,3.4,0.7,2.5,1.6,2.1,0.7,2.2,2.9,0.3,0.4,0.2,1.1,2,6.8,76.19047619,37.28813559,28
1856,Will Adams\will-adams-2,SR,2016-17,G,Presbyterian,Big South,18.2,2.1,5.6,0.8,2.4,1.2,3.2,0.3,0.4,0.2,1.2,1.4,0.9,0.7,0.1,0.4,1.2,5.7,75,37.5,37.5
1857,Jahir Cabeza\jahir-cabeza-1,JR,2016-17,G,Savannah State,MEAC,19.7,2,6.2,0.8,1.7,1.2,4.5,0.9,1.5,1,3,4,1.6,1.1,1.2,1.1,2.7,6.2,60,32.25806452,26.66666667
1858,Kenny Carpenter\kenny-carpenter-1,JR,2016-17,G,Cleveland State,Horizon,17.7,2.2,6,1.9,4.5,0.3,1.5,0.9,1.2,0.5,1.5,2.1,0.8,0.3,0.2,1.3,1.3,5.7,75,36.66666667,20
1859,Stevie Clark\stevie-clark-2,JR,2016-17,G,Oakland,Horizon,21.7,2.1,6.1,1.3,2.8,0.9,3.3,2.4,2.8,0.2,2.2,2.4,4.8,1.4,0.1,2.6,2.1,7.4,85.71428571,34.42622951,27.27272727
1860,Nick Daniels\nick-daniels-2,JR,2016-17,G,Oakland,Horizon,17,1.9,5.3,0.8,2.1,1.1,3.2,0.8,1.2,0.4,1.7,2.1,1.9,0.8,0,1.2,0.7,5.7,66.66666667,35.8490566,34.375
1861,Everson Davis\everson-davis-1,SO,2016-17,G,Binghamton,AEC,16.8,1.8,4.5,1.5,3.7,0.2,0.8,1.6,2.2,0.5,1.9,2.4,1.3,0.4,0.1,0.9,1.4,5.3,72.72727273,40,25
1862,Jaycee Hillsman\jaycee-hillsman-1,SO,2016-17,G,San Jose State,MWC,17.9,1.9,3.9,1.6,2.9,0.3,1,2.2,2.6,0.9,1.8,2.7,0.9,0.3,0.2,1.5,1.9,6.2,84.61538462,48.71794872,30
1863,Junior Lomomba\junior-lomomba-1,SR,2016-17,G,Western Kentucky,CUSA,27.5,1.9,5.2,1.3,3.6,0.6,1.6,1.6,2.2,0.1,2,2.1,3.4,0.6,0,2.7,2.1,5.9,72.72727273,36.53846154,37.5
1864,Marc Eddy Norelia\marc-eddy-norelia-1,SR,2016-17,F,Florida Gulf Coast,A-Sun,19.9,3.4,5.9,3.3,5.7,0.1,0.2,1.9,3.1,0.9,3.4,4.4,1,0.6,0.5,0.9,1.5,8.7,61.29032258,57.62711864,50
1865,Ajdin Penava\ajdin-penava-1,SO,2016-17,F,Marshall,CUSA,15.7,2.1,4.1,1.8,3,0.3,1.1,1.4,1.8,1,2.7,3.6,0.5,0.4,1,1.1,3.5,5.9,77.77777778,51.2195122,27.27272727
1866,Onno Steger\onno-steger-1,FR,2016-17,F,Western Carolina,Southern,22.3,1.9,5.1,0.7,2.2,1.2,2.9,0.6,1,1.1,2.2,3.3,0.7,1,0.2,1.3,2,5.5,60,37.25490196,41.37931034
1867,Xzavier Taylor\xzavier-taylor-1,JR,2016-17,F,IPFW,Summit,15.7,2,4.1,2,4.1,0,0,1.6,2.2,0.9,1.4,2.3,0.3,0.1,0.4,1.2,2.8,5.5,72.72727273,48.7804878,0
1868,Malik Thames\malik-thames-1,SR,2016-17,G,UC-Riverside,Big West,27.6,2.8,7.5,1.5,3.8,1.4,3.8,1.7,2.1,0.4,3.5,3.8,2.1,1.4,0.2,1.7,1.6,8.7,80.95238095,37.33333333,36.84210526
1869,Aaron Young\aaron-young-1,SR,2016-17,G,Oral Roberts,Summit,24.2,1.8,4.6,0.8,1.8,1,2.8,1.4,1.6,0.3,1.8,2.1,1,0.6,0.1,0.9,2.7,5.9,87.5,39.13043478,35.71428571
1870,Doug Brooks\doug-brooks-1,SR,2016-17,G,Virginia Commonwealth,A-10,20,1.8,5,0.7,1.4,1.1,3.6,1,1.4,0.5,2,2.4,2,1.9,0.2,1,3.1,5.7,71.42857143,36,30.55555556
1871,Bryce Brown\bryce-brown-1,SO,2016-17,G,Auburn,SEC,21,2.1,6.7,0.5,2,1.6,4.7,0.8,1.1,0.5,1.4,1.9,1.2,1,0.3,0.8,1.8,6.7,72.72727273,31.34328358,34.04255319
1872,Ja'Michael Brown\jamichael-brown-1,SO,2016-17,G,North Texas,CUSA,25.4,2.2,6.4,1.2,2.8,1,3.7,0.8,1.3,0.1,1.9,2,1.4,1.2,0.1,1.3,1.7,6.1,61.53846154,34.375,27.02702703
1873,Sidy Djitte\sidy-djitte-1,SR,2016-17,C,Clemson,ACC,22.8,2.2,4.2,2.2,4.1,0,0.1,1.7,2.6,3.5,4,7.5,0.8,0.9,0.8,1.4,3.1,6.1,65.38461538,52.38095238,0
1874,Nolan Gerrity\nolan-gerrity-1,SO,2016-17,F,Maryland-Baltimore County,AEC,17.3,2.6,4.3,2.6,4.3,0,0,0.8,1.4,1.5,3,4.5,0.6,0.4,0.9,1.1,1.9,5.9,57.14285714,60.46511628,0
1875,Derrick Griffin\derek-griffin-1,SO,2016-17,F,Texas Southern,SWAC,34.1,4.5,6.3,4.4,6.1,0.1,0.2,2.3,4.4,5.8,5,10.8,0.4,0.6,0.8,0.9,3.2,11.3,52.27272727,71.42857143,50
1876,Toby Hegner\toby-hegner-1,JR,2016-17,F,Creighton,Big East,16.7,1.9,3.9,0.8,1.7,1,2.3,0.8,1.4,0.8,2.7,3.5,0.5,0.4,0.3,0.4,1.8,5.7,57.14285714,48.71794872,43.47826087
1877,Devonte Klines\devonte-klines-1,SO,2016-17,G,Montana State,Big Sky,21.2,2.1,5.8,1.7,4.3,0.4,1.5,1.1,2,0.4,2.1,2.5,1.9,0.8,0.2,1.5,2.4,5.7,55,36.20689655,26.66666667
1878,Brandon Miller\brandon-miller-5,SO,2016-17,F,Gardner-Webb,Big South,17.2,2.1,4,2.1,4,0,0,1.4,2.7,1.8,2.1,3.9,0.3,0.3,0.5,0.8,2.7,5.7,51.85185185,52.5,0
1879,Dererk Pardon\dererk-pardon-1,SO,2016-17,C,Northwestern,Big Ten,30.1,3.6,6.1,3.6,6.1,0,0,1.1,2.1,3.3,4.7,7.9,1.2,0.8,2.4,0.8,2.6,8.2,52.38095238,59.01639344,0
